,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
1561,775.1976,775,775.1099854,Burma - Kachin,15,16,0,0,1976,3,0,59726,1,1,1,726961,-1,7506,0,0,1,0,0,1
1562,775.1977,775,775.1099854,Burma - Kachin,16,17,0,0,1977,3,0,59726,1,1,1,742054,-1,8000,0,0,1,0,0,1
1563,775.1978,775,775.1099854,Burma - Kachin,17,18,0,0,1978,3,0,59726,1,1,1,757146,-1,8000,0,0,1,0,0,1
1564,775.1979,775,775.1099854,Burma - Kachin,18,19,0,0,1979,3,0,59726,1,1,1,772238,-1,8000,0,0,1,0,0,1
1565,775.198,775,775.1099854,Burma - Kachin,19,20,0,0,1980,3,0,59726,1,1,1,787330,-1,8000,0,0,1,0,0,1
1566,775.1981,775,775.1099854,Burma - Kachin,20,21,0,0,1981,3,0,59726,1,1,1,802422,-1,8000,0,0,1,0,0,1
1567,775.1982,775,775.1099854,Burma - Kachin,21,22,0,0,1982,3,0,59726,1,1,1,817514,-1,8000,0,0,1,0,0,1
1568,775.1983,775,775.1099854,Burma - Kachin,22,23,0,0,1983,3,0,59726,1,1,1,832606,-1,8000,0,0,1,0,0,1
1569,775.1984,775,775.1099854,Burma - Kachin,23,24,0,0,1984,3,0,59726,1,1,1,847698,-1,8000,0,0,1,0,0,1
1570,775.1985,775,775.1099854,Burma - Kachin,24,25,0,0,1985,3,0,59726,1,1,1,862790,-1,8000,0,0,1,0,0,1
1571,775.1986,775,775.1099854,Burma - Kachin,25,26,0,0,1986,3,0,59726,1,1,1,877882,-1,8000,0,0,1,0,0,1
1572,775.1987,775,775.1099854,Burma - Kachin,26,27,0,0,1987,3,0,59726,1,1,1,892974,-1,8000,0,0,1,0,0,1
1573,775.1988,775,775.1099854,Burma - Kachin,27,28,0,0,1988,3,0,59726,1,1,1,908066,-1,8000,0,0,1,0,0,1
1574,775.1989,775,775.1099854,Burma - Kachin,28,29,0,0,1989,3,0,52171,1,1,1,782153,-1,8000,0,0,1,0,0,1
1575,775.199,775,775.1099854,Burma - Kachin,29,30,0,0,1990,3,0,44616,1,1,1,656240,-1,8000,0,0,1,0,0,1
1576,775.1991,775,775.1099854,Burma - Kachin,30,31,0,0,1991,3,0,37062,1,1,1,530326,-1,8000,0,0,1,0,0,1
1577,775.1992,775,775.1099854,Burma - Kachin,31,32,0,0,1992,3,0,29507,1,1,1,404413,-1,8000,0,0,1,0,0,1
1578,775.1993,775,775.1099854,Burma - Kachin,32,33,0,0,1993,3,0,21952,1,1,1,278500,-1,8000,0,0,0,0,0,1
1579,775.1994,775,775.1099854,Burma - Kachin,33,34,0,0,1994,3,0,21952,1,1,1,283750,-1,8000,0,0,0,0,0,1
1580,775.1995,775,775.1099854,Burma - Kachin,34,35,0,0,1995,3,0,21952,1,1,1,289000,-1,8000,0,0,0,0,0,1
1581,775.1996,775,775.1099854,Burma - Kachin,35,36,0,0,1996,3,0,21952,1,1,1,294250,-1,8000,0,0,0,0,0,1
1582,775.1997,775,775.1099854,Burma - Kachin,36,37,0,0,1997,3,0,21952,1,1,1,299500,-1,8000,0,0,0,0,0,1
1583,775.1998,775,775.1099854,Burma - Kachin,37,38,0,0,1998,3,0,21952,1,1,1,304750,-1,8000,0,0,0,0,0,1
1584,775.1999,775,775.1099854,Burma - Kachin,38,39,0,0,1999,3,0,21952,1,1,1,310000,-1,8000,0,0,0,0,0,1
1585,775.2,775,775.1099854,Burma - Kachin,39,40,0,0,2000,3,0,21952,1,1,1,315250,-1,8000,0,0,0,0,0,1
1586,775.2001,775,775.1099854,Burma - Kachin,40,41,0,0,2001,3,0,21952,1,1,1,320500,-1,8000,0,0,0,0,0,1
1587,775.2002,775,775.1099854,Burma - Kachin,41,42,0,0,2002,3,0,21952,1,1,1,325750,-1,8000,0,0,0,0,0,1
1588,775.2003,775,775.1099854,Burma - Kachin,42,43,0,0,2003,3,0,21952,1,1,1,331000,-1,8000,0,0,0,0,0,1
1589,775.2004,775,775.1099854,Burma - Kachin,43,44,0,0,2004,3,0,21952,1,1,1,336250,-1,8000,0,0,0,0,0,1
1590,775.2005,775,775.1099854,Burma - Kachin,44,45,0,0,2005,3,0,21952,1,1,1,341500,-1,8000,0,0,0,0,0,1
1591,775.2006,775,775.1099854,Burma - Kachin,45,46,0,0,2006,3,0,21952,1,1,1,346750,-1,8000,0,0,0,0,0,1
1592,775.2007,775,775.1099854,Burma - Kachin,46,47,0,0,2007,3,0,21952,1,1,1,352000,-1,8000,0,0,0,0,0,1
1593,775.2008,775,775.1099854,Burma - Kachin,47,48,0,0,2008,3,0,21952,1,1,1,357250,-1,8000,0,0,0,0,0,1
1594,775.2009,775,775.1099854,Burma - Kachin,48,49,0,0,2009,3,0,21952,1,1,1,362500,-1,8000,0,0,0,0,0,1
1595,775.201,775,775.1099854,Burma - Kachin,49,50,0,0,2010,3,0,21952,1,1,1,367750,-1,8000,0,0,0,0,0,1
1721,775.1989,775,775.1799927,Burma - Kokang-MNDAA,0,1,0,0,1989,4,1,7911,0,1,1,204952,-1,1500,0,0,0,0,0,1
1722,775.199,775,775.1799927,Burma - Kokang-MNDAA,1,2,0,0,1990,4,1,7911,0,1,1,208122,-1,1500,0,0,0,0,0,1
1723,775.1991,775,775.1799927,Burma - Kokang-MNDAA,2,3,0,0,1991,4,1,7911,0,1,1,211291,-1,1500,0,0,0,0,0,1
1724,775.1992,775,775.1799927,Burma - Kokang-MNDAA,3,4,0,0,1992,4,1,7911,0,1,1,214461,-1,1500,0,0,0,0,0,1
1725,775.1993,775,775.1799927,Burma - Kokang-MNDAA,4,5,0,0,1993,4,1,7911,0,1,1,217630,-1,1500,0,0,0,0,0,1
1726,775.1994,775,775.1799927,Burma - Kokang-MNDAA,5,6,0,0,1994,4,1,7911,0,1,1,220800,-1,1500,0,0,0,0,0,1
1727,775.1995,775,775.1799927,Burma - Kokang-MNDAA,6,7,0,0,1995,4,1,7911,0,1,1,223969,-1,1500,0,0,0,0,0,1
1728,775.1996,775,775.1799927,Burma - Kokang-MNDAA,7,8,0,0,1996,4,1,7911,0,1,1,227139,-1,1500,0,0,0,0,0,1
1729,775.1997,775,775.1799927,Burma - Kokang-MNDAA,8,9,0,0,1997,4,1,7911,0,1,1,230308,-1,1500,0,0,0,0,0,1
1730,775.1998,775,775.1799927,Burma - Kokang-MNDAA,9,10,0,0,1998,4,1,7911,0,1,1,233478,-1,1500,0,0,0,0,0,1
1731,775.1999,775,775.1799927,Burma - Kokang-MNDAA,10,11,0,0,1999,4,1,7911,0,1,1,236648,-1,1500,0,0,0,0,0,1
1732,775.2,775,775.1799927,Burma - Kokang-MNDAA,11,12,0,0,2000,4,1,7911,0,1,1,239817,-1,1500,0,0,0,0,0,1
1733,775.2001,775,775.1799927,Burma - Kokang-MNDAA,12,13,0,0,2001,4,1,7911,0,1,1,242987,-1,1500,0,0,0,0,0,1
1734,775.2002,775,775.1799927,Burma - Kokang-MNDAA,13,14,0,0,2002,4,1,7911,0,1,1,246156,-1,1500,0,0,0,0,0,1
1735,775.2003,775,775.1799927,Burma - Kokang-MNDAA,14,15,0,0,2003,4,1,7911,0,1,1,349326,-1,1500,0,0,0,0,0,1
1736,775.2004,775,775.1799927,Burma - Kokang-MNDAA,15,16,0,0,2004,4,1,7911,0,1,1,252495,-1,1500,0,0,0,0,0,1
1737,775.2005,775,775.1799927,Burma - Kokang-MNDAA,16,17,0,0,2005,4,1,7911,0,1,1,255665,-1,1500,0,0,0,0,0,1
1738,775.2006,775,775.1799927,Burma - Kokang-MNDAA,17,18,0,0,2006,4,1,7911,0,1,1,258834,-1,1500,0,0,0,0,0,1
1739,775.2007,775,775.1799927,Burma - Kokang-MNDAA,18,19,0,0,2007,4,1,7911,0,1,1,262004,-1,1500,0,0,0,0,0,1
1740,775.2008,775,775.1799927,Burma - Kokang-MNDAA,19,20,0,0,2008,4,1,7911,0,1,1,265173,-1,1500,0,0,0,0,0,1
1741,775.2009,775,775.1799927,Burma - Kokang-MNDAA,20,21,1,2,2009,4,1,7911,0,1,1,268343,-1,1500,0,1,1,0,0,1
1658,775.1972,775,775.1500244,Burma - Lahu,0,1,0,0,1972,3,0,15822,0,1,1,306490,-1,1000,0,0,0,0,0,1
1659,775.1973,775,775.1500244,Burma - Lahu,1,2,0,0,1973,3,0,15822,0,1,1,317820,-1,1000,0,1,1,0,0,1
1660,775.1974,775,775.1500244,Burma - Lahu,2,3,0,0,1974,3,0,15822,0,1,1,323225,-1,1000,0,0,1,0,0,1
1661,775.1975,775,775.1500244,Burma - Lahu,3,4,0,0,1975,3,0,15822,0,1,1,328630,-1,1000,0,0,1,0,0,1
1662,775.1976,775,775.1500244,Burma - Lahu,4,5,0,0,1976,3,0,15822,0,1,1,334035,-1,1000,0,0,1,0,0,1
1663,775.1977,775,775.1500244,Burma - Lahu,5,6,0,0,1977,3,0,15822,0,1,1,339440,-1,1000,0,0,1,0,0,1
1664,775.1978,775,775.1500244,Burma - Lahu,6,7,0,0,1978,3,0,15822,0,1,1,344845,-1,1000,0,0,1,0,0,1
1665,775.1979,775,775.1500244,Burma - Lahu,7,8,0,0,1979,3,0,15822,0,1,1,350250,-1,1000,0,0,1,0,0,1
1666,775.198,775,775.1500244,Burma - Lahu,8,9,0,0,1980,3,0,15822,0,1,1,355655,-1,1000,0,0,1,0,0,1
1667,775.1981,775,775.1500244,Burma - Lahu,9,10,0,0,1981,3,0,15822,0,1,1,361060,-1,1000,0,0,1,0,0,1
1668,775.1982,775,775.1500244,Burma - Lahu,10,11,0,0,1982,3,0,15822,0,1,1,366465,-1,1000,0,0,1,0,0,1
1669,775.1983,775,775.1500244,Burma - Lahu,11,12,0,0,1983,3,0,15822,0,1,1,371870,-1,1000,0,0,0,0,0,1
1670,775.1984,775,775.1500244,Burma - Lahu,12,13,1,1,1984,3,0,15822,0,1,1,378209,-1,1000,0,1,1,1,0,1
1470,775.1948,775,775.0800171,"Burma - Mon, Part I",0,1,0,0,1948,3,0,11831,0,1,1,391550,NA,NA,0,0,0,0,0,0
1471,775.1949,775,775.0800171,"Burma - Mon, Part I",1,2,0,0,1949,3,0,5916,0,1,1,214210,NA,NA,0,1,1,0,0,0
1472,775.195,775,775.0800171,"Burma - Mon, Part I",2,3,0,0,1950,3,0,5418,0,1,1,232645,NA,NA,0,0,1,0,0,0
1473,775.1951,775,775.0800171,"Burma - Mon, Part I",3,4,0,0,1951,3,0,4920,0,1,1,251080,NA,NA,0,0,1,0,0,0
1474,775.1952,775,775.0800171,"Burma - Mon, Part I",4,5,0,0,1952,3,0,4422,0,1,1,269515,NA,NA,0,0,1,0,0,0
1475,775.1953,775,775.0800171,"Burma - Mon, Part I",5,6,0,0,1953,3,0,3924,0,1,1,287950,NA,NA,0,0,1,0,0,0
1476,775.1954,775,775.0800171,"Burma - Mon, Part I",6,7,0,0,1954,3,0,3426,0,1,1,306385,NA,NA,0,0,1,0,0,0
1477,775.1955,775,775.0800171,"Burma - Mon, Part I",7,8,0,0,1955,3,0,2958,0,1,1,162410,NA,NA,0,0,1,0,0,0
1478,775.1956,775,775.0800171,"Burma - Mon, Part I",8,9,0,0,1956,3,0,2958,0,1,1,171628,NA,NA,0,0,1,0,0,0
1479,775.1957,775,775.0800171,"Burma - Mon, Part I",9,10,0,0,1957,3,0,2958,0,1,1,180845,NA,NA,0,0,1,0,0,0
1480,775.1958,775,775.0800171,"Burma - Mon, Part I",10,11,1,3,1958,3,0,2958,0,1,1,190063,NA,NA,0,0,1,0,0,0
1493,775.1958,775,775.0999756,"Burma - Mon, Part II",0,1,0,0,1958,3,0,20214,1,1,1,1025586,NA,1000,0,0,0,0,0,0
1494,775.1959,775,775.0999756,"Burma - Mon, Part II",1,2,0,0,1959,3,0,20214,1,1,1,1041023,NA,820,0,1,1,0,0,0
1495,775.196,775,775.0999756,"Burma - Mon, Part II",2,3,0,0,1960,3,0,20214,1,1,1,1056460,NA,640,0,0,1,0,0,0
1496,775.1961,775,775.0999756,"Burma - Mon, Part II",3,4,0,0,1961,3,0,20214,1,1,1,1071896,NA,460,0,0,1,0,0,0
1497,775.1962,775,775.0999756,"Burma - Mon, Part II",4,5,0,0,1962,3,0,17831,1,1,1,984253,NA,280,0,0,1,0,0,0
1498,775.1963,775,775.0999756,"Burma - Mon, Part II",5,6,0,0,1963,3,0,15448,1,1,1,896611,NA,100,0,0,1,0,0,0
1499,775.1964,775,775.0999756,"Burma - Mon, Part II",6,7,0,0,1964,3,0,13065,1,1,1,808968,NA,213,0,0,0,0,0,0
1500,775.1965,775,775.0999756,"Burma - Mon, Part II",7,8,0,0,1965,3,0,10682,1,1,1,721325,NA,325,0,0,0,0,0,0
1501,775.1966,775,775.0999756,"Burma - Mon, Part II",8,9,0,0,1966,3,0,8299,1,1,1,633683,NA,438,0,0,0,0,0,0
1502,775.1967,775,775.0999756,"Burma - Mon, Part II",9,10,0,0,1967,3,0,5916,0,1,1,546040,NA,550,0,0,0,0,0,0
1503,775.1968,775,775.0999756,"Burma - Mon, Part II",10,11,0,0,1968,3,0,5916,0,1,1,564475,NA,663,0,0,0,0,0,0
1504,775.1969,775,775.0999756,"Burma - Mon, Part II",11,12,0,0,1969,3,0,5916,0,1,1,582910,NA,775,0,0,0,0,0,0
1505,775.197,775,775.0999756,"Burma - Mon, Part II",12,13,0,0,1970,3,0,5916,0,1,1,601345,NA,888,0,0,0,0,0,0
1506,775.1971,775,775.0999756,"Burma - Mon, Part II",13,14,0,0,1971,3,0,5916,0,1,1,619780,NA,1000,0,0,0,0,0,0
1507,775.1972,775,775.0999756,"Burma - Mon, Part II",14,15,0,0,1972,3,0,5916,0,1,1,638215,NA,1000,0,0,0,0,0,0
1508,775.1973,775,775.0999756,"Burma - Mon, Part II",15,16,0,0,1973,3,0,5916,0,1,1,656650,NA,1000,0,0,0,0,0,0
1509,775.1974,775,775.0999756,"Burma - Mon, Part II",16,17,0,0,1974,3,0,5916,0,1,1,675085,NA,1000,0,0,0,0,0,0
1510,775.1975,775,775.0999756,"Burma - Mon, Part II",17,18,0,0,1975,3,0,5916,0,1,1,693520,NA,1000,0,0,0,0,0,0
1511,775.1976,775,775.0999756,"Burma - Mon, Part II",18,19,0,0,1976,3,0,5916,0,1,1,711955,NA,1000,0,0,0,0,0,0
1512,775.1977,775,775.0999756,"Burma - Mon, Part II",19,20,0,0,1977,3,0,5916,0,1,1,730390,NA,1000,0,0,0,0,0,0
1513,775.1978,775,775.0999756,"Burma - Mon, Part II",20,21,0,0,1978,3,0,5916,0,1,1,748825,NA,1000,0,0,0,0,0,0
1514,775.1979,775,775.0999756,"Burma - Mon, Part II",21,22,0,0,1979,3,0,5916,0,1,1,767260,NA,1000,0,0,0,0,0,0
1515,775.198,775,775.0999756,"Burma - Mon, Part II",22,23,0,0,1980,3,0,5916,0,1,1,785695,NA,1000,0,0,0,0,0,0
1516,775.1981,775,775.0999756,"Burma - Mon, Part II",23,24,0,0,1981,3,0,5916,0,1,1,804130,NA,1000,0,0,0,0,0,0
1517,775.1982,775,775.0999756,"Burma - Mon, Part II",24,25,0,0,1982,3,0,5916,0,1,1,822565,NA,1000,0,0,0,0,0,0
1518,775.1983,775,775.0999756,"Burma - Mon, Part II",25,26,0,0,1983,3,0,5916,0,1,1,841000,NA,1000,0,0,0,0,0,0
1519,775.1984,775,775.0999756,"Burma - Mon, Part II",26,27,0,0,1984,3,0,5916,0,1,1,863773,NA,1000,0,0,0,0,0,0
1520,775.1985,775,775.0999756,"Burma - Mon, Part II",27,28,0,0,1985,3,0,5916,0,1,1,886545,NA,1000,0,0,0,0,0,0
1521,775.1986,775,775.0999756,"Burma - Mon, Part II",28,29,0,0,1986,3,0,5916,0,1,1,909318,NA,1000,0,0,0,0,0,0
1522,775.1987,775,775.0999756,"Burma - Mon, Part II",29,30,0,0,1987,3,0,5916,0,1,1,932091,NA,1000,0,0,0,0,0,0
1523,775.1988,775,775.0999756,"Burma - Mon, Part II",30,31,0,0,1988,3,0,5916,0,1,1,954864,NA,1000,0,0,0,0,0,0
1524,775.1989,775,775.0999756,"Burma - Mon, Part II",31,32,0,0,1989,3,0,5916,0,1,1,977636,NA,1000,0,0,0,0,0,0
1525,775.199,775,775.0999756,"Burma - Mon, Part II",32,33,0,0,1990,3,0,5916,0,1,1,1000409,NA,1000,0,1,1,0,0,0
1526,775.1991,775,775.0999756,"Burma - Mon, Part II",33,34,0,0,1991,3,0,5916,0,1,1,1023182,NA,1000,0,0,0,0,0,0
1527,775.1992,775,775.0999756,"Burma - Mon, Part II",34,35,0,0,1992,3,0,5916,0,1,1,1045955,NA,1000,0,0,0,0,0,0
1528,775.1993,775,775.0999756,"Burma - Mon, Part II",35,36,0,0,1993,3,0,5916,0,1,1,1068727,NA,1000,0,0,0,0,0,0
1529,775.1994,775,775.0999756,"Burma - Mon, Part II",36,37,0,0,1994,3,0,5916,0,1,1,1091500,NA,1000,0,0,0,0,0,0
1530,775.1995,775,775.0999756,"Burma - Mon, Part II",37,38,0,0,1995,3,0,5916,0,1,1,1114273,NA,500,0,0,0,0,0,0
1531,775.1996,775,775.0999756,"Burma - Mon, Part II",38,39,0,0,1996,3,0,5916,0,1,1,1137045,NA,500,0,0,0,0,0,0
1532,775.1997,775,775.0999756,"Burma - Mon, Part II",39,40,0,0,1997,3,0,5916,0,1,1,1159818,NA,500,0,0,0,0,0,0
1533,775.1998,775,775.0999756,"Burma - Mon, Part II",40,41,0,0,1998,3,0,5916,0,1,1,1182591,NA,500,0,0,0,0,0,0
1534,775.1999,775,775.0999756,"Burma - Mon, Part II",41,42,0,0,1999,3,0,5916,0,1,1,1205364,NA,500,0,0,0,0,0,0
1535,775.2,775,775.0999756,"Burma - Mon, Part II",42,43,0,0,2000,3,0,5916,0,1,1,1228136,NA,500,0,0,0,0,0,0
1536,775.2001,775,775.0999756,"Burma - Mon, Part II",43,44,0,0,2001,3,0,5916,0,1,1,1250909,NA,500,0,0,0,0,0,0
1537,775.2002,775,775.0999756,"Burma - Mon, Part II",44,45,0,0,2002,3,0,5916,0,1,1,1273682,NA,500,0,0,0,0,0,0
1538,775.2003,775,775.0999756,"Burma - Mon, Part II",45,46,0,0,2003,3,0,5916,0,1,1,1296455,0,500,0,0,0,0,0,0
1539,775.2004,775,775.0999756,"Burma - Mon, Part II",46,47,0,0,2004,3,0,5916,0,1,1,1319227,0,500,0,0,0,0,0,0
1540,775.2005,775,775.0999756,"Burma - Mon, Part II",47,48,0,0,2005,3,0,5916,0,1,1,1342000,0,500,0,0,0,0,0,0
1541,775.2006,775,775.0999756,"Burma - Mon, Part II",48,49,0,0,2006,3,0,5916,0,1,1,1364773,0,500,0,0,0,0,0,0
1542,775.2007,775,775.0999756,"Burma - Mon, Part II",49,50,0,0,2007,3,0,5916,0,1,1,1387546,0,500,0,0,0,0,0,0
1543,775.2008,775,775.0999756,"Burma - Mon, Part II",50,51,0,0,2008,3,0,5916,0,1,1,1410318,0,500,0,0,0,0,0,0
1544,775.2009,775,775.0999756,"Burma - Mon, Part II",51,52,0,0,2009,3,0,5916,0,1,1,1433091,0,500,0,0,0,0,0,0
1545,775.201,775,775.0999756,"Burma - Mon, Part II",52,53,0,0,2010,3,0,5916,0,1,1,1455864,0,500,0,0,0,0,0,0
1632,775.1966,775,775.1400146,"Burma - Pao, Part I",0,1,0,0,1966,4,1,15822,0,1,1,240395,NA,2000,0,0,0,0,0,0
1633,775.1967,775,775.1400146,"Burma - Pao, Part I",1,2,0,0,1967,4,1,15822,0,1,1,246816,NA,1948,0,0,0,0,0,0
1634,775.1968,775,775.1400146,"Burma - Pao, Part I",2,3,0,0,1968,4,1,15822,0,1,1,253237,NA,1896,0,0,0,0,0,0
1635,775.1969,775,775.1400146,"Burma - Pao, Part I",3,4,0,0,1969,4,1,15822,0,1,1,259658,NA,1845,0,1,1,0,0,0
1636,775.197,775,775.1400146,"Burma - Pao, Part I",4,5,0,0,1970,4,1,15822,0,1,1,266079,NA,1793,0,0,1,0,0,0
1637,775.1971,775,775.1400146,"Burma - Pao, Part I",5,6,0,0,1971,4,1,15822,0,1,1,272500,NA,1741,0,0,0,0,0,0
1638,775.1972,775,775.1400146,"Burma - Pao, Part I",6,7,0,0,1972,4,1,15822,0,1,1,283830,NA,1689,0,0,0,0,0,0
1639,775.1973,775,775.1400146,"Burma - Pao, Part I",7,8,0,0,1973,4,1,15822,0,1,1,295160,NA,1637,0,0,0,0,0,0
1640,775.1974,775,775.1400146,"Burma - Pao, Part I",8,9,0,0,1974,4,1,15822,0,1,1,306490,NA,1586,0,0,0,0,0,0
1641,775.1975,775,775.1400146,"Burma - Pao, Part I",9,10,0,0,1975,4,1,15822,0,1,1,317820,NA,1534,0,0,0,0,0,0
1642,775.1976,775,775.1400146,"Burma - Pao, Part I",10,11,0,0,1976,4,1,15822,0,1,1,323225,NA,1482,0,0,0,0,0,0
1643,775.1977,775,775.1400146,"Burma - Pao, Part I",11,12,0,0,1977,4,1,15163,0,1,1,328630,NA,1430,0,0,0,0,0,0
1644,775.1978,775,775.1400146,"Burma - Pao, Part I",12,13,0,0,1978,4,1,14504,0,1,1,334035,NA,1379,0,0,0,0,0,0
1645,775.1979,775,775.1400146,"Burma - Pao, Part I",13,14,0,0,1979,4,1,13844,0,1,1,339440,NA,1327,0,0,0,0,0,0
1646,775.198,775,775.1400146,"Burma - Pao, Part I",14,15,0,0,1980,4,1,13185,0,1,1,344845,NA,1275,0,0,0,0,0,0
1647,775.1981,775,775.1400146,"Burma - Pao, Part I",15,16,0,0,1981,4,1,12526,0,1,1,350250,NA,1223,0,0,0,0,0,0
1648,775.1982,775,775.1400146,"Burma - Pao, Part I",16,17,0,0,1982,4,1,11867,0,1,1,355655,NA,1171,0,0,0,0,0,0
1649,775.1983,775,775.1400146,"Burma - Pao, Part I",17,18,0,0,1983,4,1,11207,0,1,1,361060,NA,1120,0,0,0,0,0,0
1650,775.1984,775,775.1400146,"Burma - Pao, Part I",18,19,0,0,1984,4,1,10548,0,1,1,366465,NA,1068,0,0,0,0,0,0
1651,775.1985,775,775.1400146,"Burma - Pao, Part I",19,20,0,0,1985,4,1,9889,0,1,1,371870,NA,1016,0,0,0,0,0,0
1652,775.1986,775,775.1400146,"Burma - Pao, Part I",20,21,0,0,1986,4,1,9230,0,1,1,378209,NA,964,0,0,0,0,0,0
1653,775.1987,775,775.1400146,"Burma - Pao, Part I",21,22,0,0,1987,4,1,8570,0,1,1,384548,NA,912,0,0,0,0,0,0
1654,775.1988,775,775.1400146,"Burma - Pao, Part I",22,23,0,0,1988,4,1,7911,0,1,1,201783,NA,861,0,0,0,0,0,0
1655,775.1989,775,775.1400146,"Burma - Pao, Part I",23,24,0,0,1989,4,1,7911,0,1,1,204952,NA,809,0,0,0,0,0,0
1656,775.199,775,775.1400146,"Burma - Pao, Part I",24,25,0,0,1990,4,1,7911,0,1,1,208122,NA,757,0,0,0,0,0,0
1657,775.1991,775,775.1400146,"Burma - Pao, Part I",25,26,1,3,1991,4,1,7911,0,1,1,211291,NA,705,0,0,0,0,0,0
1764,775.1991,775,775.2000122,"Burma - Pao, Part II",0,1,0,0,1991,4,1,7911,0,1,1,211291,NA,400,0,0,0,0,0,0
1765,775.1992,775,775.2000122,"Burma - Pao, Part II",1,2,0,0,1992,4,1,7911,0,1,1,214461,NA,400,0,0,0,0,0,0
1766,775.1993,775,775.2000122,"Burma - Pao, Part II",2,3,0,0,1993,4,1,7911,0,1,1,217630,NA,400,0,0,0,0,0,0
1767,775.1994,775,775.2000122,"Burma - Pao, Part II",3,4,0,0,1994,4,1,7911,0,1,1,220800,NA,400,0,0,0,0,0,0
1768,775.1995,775,775.2000122,"Burma - Pao, Part II",4,5,0,0,1995,4,1,7911,0,1,1,223969,NA,400,0,0,0,0,0,0
1769,775.1996,775,775.2000122,"Burma - Pao, Part II",5,6,0,0,1996,4,1,7911,0,1,1,227139,NA,400,0,0,0,0,0,0
1770,775.1997,775,775.2000122,"Burma - Pao, Part II",6,7,0,0,1997,4,1,7911,0,1,1,230308,NA,400,0,0,0,0,0,0
1771,775.1998,775,775.2000122,"Burma - Pao, Part II",7,8,0,0,1998,4,1,7911,0,1,1,233478,NA,400,0,0,0,0,0,0
1772,775.1999,775,775.2000122,"Burma - Pao, Part II",8,9,0,0,1999,4,1,7911,0,1,1,236648,NA,400,0,0,0,0,0,0
1773,775.2,775,775.2000122,"Burma - Pao, Part II",9,10,0,0,2000,4,1,7911,0,1,1,239817,NA,400,0,0,0,0,0,0
1774,775.2001,775,775.2000122,"Burma - Pao, Part II",10,11,0,0,2001,4,1,7911,0,1,1,242987,NA,400,0,0,0,0,0,0
1775,775.2002,775,775.2000122,"Burma - Pao, Part II",11,12,0,0,2002,4,1,7911,0,1,1,246156,NA,400,0,0,0,0,0,0
1776,775.2003,775,775.2000122,"Burma - Pao, Part II",12,13,0,0,2003,4,1,7911,0,1,1,349326,NA,400,0,0,0,0,0,0
1777,775.2004,775,775.2000122,"Burma - Pao, Part II",13,14,0,0,2004,4,1,7911,0,1,1,252495,NA,400,0,0,0,0,0,0
1778,775.2005,775,775.2000122,"Burma - Pao, Part II",14,15,0,0,2005,4,1,7911,0,1,1,255665,NA,400,0,0,0,0,0,0
1779,775.2006,775,775.2000122,"Burma - Pao, Part II",15,16,0,0,2006,4,1,7911,0,1,1,258834,NA,400,0,0,0,0,0,0
1780,775.2007,775,775.2000122,"Burma - Pao, Part II",16,17,0,0,2007,4,1,7911,0,1,1,262004,NA,400,0,0,0,0,0,0
1781,775.2008,775,775.2000122,"Burma - Pao, Part II",17,18,0,0,2008,4,1,7911,0,1,1,265173,NA,400,0,0,0,0,0,0
1782,775.2009,775,775.2000122,"Burma - Pao, Part II",18,19,0,0,2009,4,1,7911,0,1,1,268343,NA,400,0,0,0,0,0,0
1783,775.201,775,775.2000122,"Burma - Pao, Part II",19,20,0,0,2010,4,1,7911,0,1,1,271513,NA,400,0,0,0,0,0,0
1596,775.1964,775,775.1199951,Burma - Shan State Army,0,1,0,0,1964,3,0,39556,1,1,1,600987,0,7250,0,1,1,0,0,0
1597,775.1965,775,775.1199951,Burma - Shan State Army,1,2,0,0,1965,3,0,39556,1,1,1,620495,0,7250,0,0,1,0,0,0
1598,775.1966,775,775.1199951,Burma - Shan State Army,2,3,0,0,1966,3,0,39556,1,1,1,640004,0,7250,0,0,1,0,0,0
1599,775.1967,775,775.1199951,Burma - Shan State Army,3,4,0,0,1967,3,0,39556,1,1,1,659512,0,7250,0,0,1,0,0,0
1600,775.1968,775,775.1199951,Burma - Shan State Army,4,5,0,0,1968,3,0,39556,1,1,1,679021,0,7250,0,0,1,0,0,0
1601,775.1969,775,775.1199951,Burma - Shan State Army,5,6,0,0,1969,3,0,39556,1,1,1,698529,0,7250,0,0,1,0,0,0
1602,775.197,775,775.1199951,Burma - Shan State Army,6,7,0,0,1970,3,0,39556,1,1,1,718038,0,7250,0,0,0,0,0,0
1603,775.1971,775,775.1199951,Burma - Shan State Army,7,8,0,0,1971,3,0,39556,1,1,1,737546,0,7250,0,0,0,0,0,0
1604,775.1972,775,775.1199951,Burma - Shan State Army,8,9,0,0,1972,3,0,39556,1,1,1,757054,0,7250,0,1,1,0,0,0
1605,775.1973,775,775.1199951,Burma - Shan State Army,9,10,0,0,1973,3,0,39556,1,1,1,776563,0,7250,0,0,1,0,0,0
1606,775.1974,775,775.1199951,Burma - Shan State Army,10,11,0,0,1974,3,0,39556,1,1,1,796071,0,7250,0,0,0,0,0,0
1607,775.1975,775,775.1199951,Burma - Shan State Army,11,12,0,0,1975,3,0,39556,1,1,1,815580,0,7250,0,0,0,0,0,0
