,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
395,437.2004,437,437.1000061,Northern Ivory Coast,2,3,0,0,2004,3,0,172319,0,0,0,5294145,0,10000,0,0,0,0,0,1
396,437.2005,437,437.1000061,Northern Ivory Coast,3,4,0,0,2005,3,0,172319,0,0,0,5495575,0,10000,0,0,0,0,0,1
397,437.2006,437,437.1000061,Northern Ivory Coast,4,5,0,0,2006,3,0,172319,0,0,0,5697005,0,10000,0,0,0,0,0,1
398,437.2007,437,437.1000061,Northern Ivory Coast,5,6,0,0,2007,3,0,172319,0,0,0,5898435,0,10000,0,0,0,0,0,1
399,437.2008,437,437.1000061,Northern Ivory Coast,6,7,0,0,2008,3,0,172319,0,0,0,6099865,0,10000,0,0,0,0,0,1
400,437.2009,437,437.1000061,Northern Ivory Coast,7,8,0,0,2009,3,0,172319,0,0,0,6301295,0,10000,0,0,0,0,0,1
401,437.201,437,437.1000061,Northern Ivory Coast,8,9,1,3,2010,3,0,172319,0,0,0,6502725,0,10000,0,0,0,0,0,1
1235,770.2008,770,770.7000122,Northwest Frontier Province,0,1,0,0,2008,3,0,6619,0,1,0,521410,0,32500,0,1,1,0,0,1
1236,770.2009,770,770.7000122,Northwest Frontier Province,1,2,0,0,2009,3,0,6619,0,1,0,531578,0,32500,0,0,1,0,0,1
1237,770.201,770,770.7000122,Northwest Frontier Province,2,3,0,0,2010,3,0,1238,0,1,0,162526,0,32500,0,0,1,0,0,1
527,490.1998,490,490.1199951,NorthwestDRC,0,1,0,0,1998,6,0,403292,0,0,1,4820000,-1,10000,0,1,1,0,1,0
528,490.1999,490,490.1199951,NorthwestDRC,1,2,0,0,1999,6,0,403292,0,0,1,5165250,-1,10000,0,0,1,0,1,0
529,490.2,490,490.1199951,NorthwestDRC,2,3,0,0,2000,6,0,403292,0,0,1,5510500,-1,10000,0,0,1,0,1,0
530,490.2001,490,490.1199951,NorthwestDRC,3,4,0,0,2001,6,0,403292,0,0,1,5855750,-1,13333,0,1,1,0,1,0
531,490.2002,490,490.1199951,NorthwestDRC,4,5,0,0,2002,6,0,403292,0,0,1,6201000,-1,16666,0,0,1,0,1,0
532,490.2003,490,490.1199951,NorthwestDRC,5,6,0,0,2003,6,0,403292,0,0,1,6546250,-1,20000,0,0,0,0,1,0
533,490.2004,490,490.1199951,NorthwestDRC,6,7,0,0,2004,6,0,403292,0,0,1,6891500,-1,20000,0,0,0,0,1,0
534,490.2005,490,490.1199951,NorthwestDRC,7,8,0,0,2005,6,0,403292,0,0,1,7236750,-1,20000,0,0,0,0,1,0
535,490.2006,490,490.1199951,NorthwestDRC,8,9,1,3,2006,6,0,403292,0,0,1,7582000,-1,20000,0,0,0,0,1,0
428,451.1999,451,451.3999939,Occra Hills,0,1,0,0,1999,4,1,1029,0,0,1,421009,0,600,0,0,0,0,0,1
429,451.2,451,451.3999939,Occra Hills,1,2,1,2,2000,4,1,1029,0,0,1,427556,0,400,0,1,1,1,0,1
728,530.1963,530,530.2000122,"Ogaden, Part I",0,1,0,0,1963,3,0,327070,0,0,0,216467,0,3000,0,1,1,0,1,0
729,530.1964,530,530.2000122,"Ogaden, Part I",1,2,1,2,1964,3,0,327070,0,0,0,227000,0,12000,0,0,1,1,1,0
755,530.1976,530,530.5999756,"Ogaden, Part II",0,1,0,0,1976,3,0,294363,0,0,0,477090,NA,12000,0,1,1,0,0,0
756,530.1977,530,530.5999756,"Ogaden, Part II",1,2,0,0,1977,3,0,294363,0,0,0,491310,NA,12000,0,0,1,0,1,0
757,530.1978,530,530.5999756,"Ogaden, Part II",2,3,0,0,1978,3,0,327070,0,0,0,561700,NA,12000,0,0,1,0,1,0
758,530.1979,530,530.5999756,"Ogaden, Part II",3,4,0,0,1979,3,0,327070,0,0,0,577500,NA,12000,0,0,1,0,1,0
759,530.198,530,530.5999756,"Ogaden, Part II",4,5,1,2,1980,3,0,327070,0,0,0,593300,NA,12000,0,0,1,1,0,0
6,89.1832,89,89.30000305,Omoa,0,1,1,2,1832,3,0,3923,0,0,0,39548,-1,200,0,1,1,1,0,0
460,483.198,483,483.3999939,Ouaddai&Biltine,0,1,0,0,1980,3,0,123090,0,0,0,539800,-1,4000,0,1,1,0,1,0
461,483.1981,483,483.3999939,Ouaddai&Biltine,1,2,0,0,1981,3,0,123090,0,0,0,557600,-1,4500,0,0,1,0,1,0
462,483.1982,483,483.3999939,Ouaddai&Biltine,2,3,1,4,1982,3,0,123090,0,0,0,575400,-1,5000,0,0,1,0,1,0
989,666.1994,666,666.0999756,Palestine,0,1,0,0,1994,5,0,3185,1,0,0,2384000,-1,9000,102,0,0,0,0,0
990,666.1995,666,666.0999756,Palestine,1,2,0,0,1995,5,0,3185,1,0,0,2505000,-1,12750,104,0,0,0,0,0
991,666.1996,666,666.0999756,Palestine,2,3,0,0,1996,5,0,3185,1,0,0,2626000,-1,16500,105,0,0,0,0,0
992,666.1997,666,666.0999756,Palestine,3,4,0,0,1997,5,0,3185,1,0,0,2747000,-1,35000,107,0,0,0,0,0
993,666.1998,666,666.0999756,Palestine,4,5,0,0,1998,5,0,3185,1,0,0,2868000,-1,35000,109,0,0,0,0,0
994,666.1999,666,666.0999756,Palestine,5,6,0,0,1999,5,0,3185,1,0,0,2989000,-1,35000,110,0,0,0,0,0
995,666.2,666,666.0999756,Palestine,6,7,0,0,2000,5,0,3185,1,0,0,3110000,-1,35000,112,1,1,0,0,0
996,666.2001,666,666.0999756,Palestine,7,8,0,0,2001,5,0,3185,1,0,0,3211000,-1,32000,113,0,1,0,0,0
997,666.2002,666,666.0999756,Palestine,8,9,0,0,2002,5,0,3185,1,0,0,3312000,-1,29000,115,0,1,1,0,0
998,666.2003,666,666.0999756,Palestine,9,10,0,0,2003,5,0,3185,1,0,0,3413000,-1,21500,117,0,0,0,0,0
999,666.2004,666,666.0999756,Palestine,10,11,0,0,2004,5,0,3185,1,0,0,3514000,-1,14000,118,0,0,0,0,0
1000,666.2005,666,666.0999756,Palestine,11,12,0,0,2005,5,0,3185,1,0,0,3615000,-1,56000,120,1,1,0,0,0
1001,666.2006,666,666.0999756,Palestine,12,13,0,0,2006,5,1,2820,1,0,0,2304000,0,56000,121,1,1,0,0,0
1002,666.2007,666,666.0999756,Palestine,13,14,0,0,2007,5,1,2820,1,0,0,2358000,0,56000,123,0,1,0,0,0
1003,666.2008,666,666.0999756,Palestine,14,15,0,0,2008,5,1,2820,1,0,0,2412000,-1,56000,125,0,0,0,0,0
1004,666.2009,666,666.0999756,Palestine,15,16,0,0,2009,5,1,2820,1,0,0,2466000,-1,56000,126,0,0,0,0,0
1005,666.201,666,666.0999756,Palestine,16,17,0,0,2010,5,1,2820,1,0,0,2520000,-1,56000,128,0,0,0,0,0
225,140.1824,140,140.1000061,Pernambuco,0,1,1,2,1824,5,0,280868,0,0,0,290000,1,2000,0,1,1,1,0,0
229,140.1835,140,140.3000031,Piratini Republic,0,1,0,0,1835,3,0,281749,0,0,0,126880,0,2000,0,1,1,0,1,0
230,140.1836,140,140.3000031,Piratini Republic,1,2,0,0,1836,3,0,281749,0,0,0,135200,0,3843,0,0,1,0,1,0
231,140.1837,140,140.3000031,Piratini Republic,2,3,0,0,1837,3,0,281749,0,0,0,143520,0,5686,0,0,1,0,1,0
232,140.1838,140,140.3000031,Piratini Republic,3,4,0,0,1838,3,0,281749,0,0,0,151840,0,7529,0,0,1,0,1,0
233,140.1839,140,140.3000031,Piratini Republic,4,5,0,0,1839,3,0,377095,0,0,0,160160,0,9372,0,0,1,0,1,0
234,140.184,140,140.3000031,Piratini Republic,5,6,0,0,1840,3,0,281749,0,0,0,168480,0,7415,0,0,1,0,1,0
235,140.1841,140,140.3000031,Piratini Republic,6,7,0,0,1841,3,0,281749,0,0,0,176800,0,5457,0,0,1,0,1,0
236,140.1842,140,140.3000031,Piratini Republic,7,8,0,0,1842,3,0,281749,0,0,0,185120,0,3500,0,0,1,0,1,0
237,140.1843,140,140.3000031,Piratini Republic,8,9,0,0,1843,3,0,281749,0,0,0,193440,0,3667,0,0,1,0,1,0
238,140.1844,140,140.3000031,Piratini Republic,9,10,0,0,1844,3,0,281749,0,0,0,201760,0,3833,0,0,1,0,0,0
239,140.1845,140,140.3000031,Piratini Republic,10,11,1,2,1845,3,0,281749,0,0,0,210080,0,4000,0,0,1,1,0,0
614,500.198,500,500.0299988,Post-Amin Ugandan Army,0,1,1,2,1980,3,0,10812,0,0,1,811800,-1,NA,0,1,1,1,0,0
655,520.1991,520,520.0999756,Puntland,0,1,0,0,1991,1,0,212510,0,1,0,349091,0,850,0,0,0,0,0,1
656,520.1992,520,520.0999756,Puntland,1,2,0,0,1992,1,0,212510,0,1,0,520000,0,850,0,1,1,0,0,1
657,520.1993,520,520.0999756,Puntland,2,3,0,0,1993,1,0,212510,0,1,0,690909,0,850,0,1,1,0,0,1
658,520.1994,520,520.0999756,Puntland,3,4,0,0,1994,1,0,212510,0,1,0,861818,0,850,0,0,0,0,0,1
659,520.1995,520,520.0999756,Puntland,4,5,0,0,1995,1,0,212510,0,1,0,1032727,0,850,0,0,0,0,0,1
660,520.1996,520,520.0999756,Puntland,5,6,0,0,1996,1,0,212510,0,1,0,1203636,0,850,0,0,0,0,0,1
661,520.1997,520,520.0999756,Puntland,6,7,0,0,1997,1,0,212510,0,1,0,1374545,0,850,0,0,0,0,0,1
662,520.1998,520,520.0999756,Puntland,7,8,0,0,1998,1,0,212510,0,1,0,1545455,0,850,0,0,0,0,0,1
663,520.1999,520,520.0999756,Puntland,8,9,0,0,1999,1,0,212510,0,1,0,1716364,0,850,0,0,0,0,0,1
664,520.2,520,520.0999756,Puntland,9,10,0,0,2000,1,0,212510,0,1,0,1887273,0,850,0,0,0,0,0,1
665,520.2001,520,520.0999756,Puntland,10,11,0,0,2001,1,0,212510,0,1,0,2058182,-1,850,0,1,1,0,0,1
666,520.2002,520,520.0999756,Puntland,11,12,0,0,2002,1,0,212510,0,1,0,2229091,-1,850,0,1,1,0,0,1
667,520.2003,520,520.0999756,Puntland,12,13,0,0,2003,1,0,212510,0,1,0,2400000,-1,2000,0,0,0,0,0,1
668,520.2004,520,520.0999756,Puntland,13,14,0,0,2004,1,0,212510,0,1,0,2570909,-1,2000,0,1,1,0,0,1
669,520.2005,520,520.0999756,Puntland,14,15,0,0,2005,1,0,212510,0,1,0,2741818,-1,3000,0,0,0,0,0,1
670,520.2006,520,520.0999756,Puntland,15,16,0,0,2006,1,0,212510,0,1,0,2912727,-1,3000,0,0,0,0,0,1
671,520.2007,520,520.0999756,Puntland,16,17,0,0,2007,1,0,212510,0,1,0,3083636,-1,3000,0,0,0,0,0,1
672,520.2008,520,520.0999756,Puntland,17,18,0,0,2008,1,0,212510,0,1,0,3254546,-1,3000,0,0,0,0,0,1
673,520.2009,520,520.0999756,Puntland,18,19,0,0,2009,1,0,212510,0,1,0,3425455,1,3000,0,0,0,0,0,1
674,520.201,520,520.0999756,Puntland,19,20,0,0,2010,1,0,212510,0,1,0,3596364,1,3000,0,0,0,0,0,1
34,90.1972,90,90.69999695,Quiche - EGP,0,1,0,0,1972,3,0,1185,0,1,1,631000,0,200,0,0,0,0,0,0
35,90.1973,90,90.69999695,Quiche - EGP,1,2,0,0,1973,3,0,1427,0,1,1,670000,0,925,0,0,0,0,0,0
36,90.1974,90,90.69999695,Quiche - EGP,2,3,0,0,1974,3,0,1720,0,1,1,709000,0,1650,0,0,0,0,0,0
37,90.1975,90,90.69999695,Quiche - EGP,3,4,0,0,1975,3,0,2072,0,1,1,748000,0,2375,0,1,1,0,0,0
38,90.1976,90,90.69999695,Quiche - EGP,4,5,0,0,1976,3,0,4886,0,1,1,787000,0,3100,0,0,1,0,0,0
39,90.1977,90,90.69999695,Quiche - EGP,5,6,0,0,1977,3,0,7700,0,1,1,821000,0,3825,0,0,1,0,0,0
40,90.1978,90,90.69999695,Quiche - EGP,6,7,0,0,1978,3,0,10514,0,1,1,855000,0,4550,0,0,1,0,0,0
41,90.1979,90,90.69999695,Quiche - EGP,7,8,0,0,1979,3,0,13328,0,1,1,889000,0,5275,0,0,1,0,1,0
42,90.198,90,90.69999695,Quiche - EGP,8,9,0,0,1980,3,0,16141,0,1,1,923000,0,6000,0,0,1,0,1,0
43,90.1981,90,90.69999695,Quiche - EGP,9,10,0,0,1981,3,0,16141,0,1,1,955000,0,5200,0,0,1,0,1,0
44,90.1982,90,90.69999695,Quiche - EGP,10,11,0,0,1982,3,0,16141,0,1,1,968000,0,4400,0,0,1,0,1,0
45,90.1983,90,90.69999695,Quiche - EGP,11,12,0,0,1983,3,0,16141,0,1,1,980000,0,3600,0,0,1,0,1,0
46,90.1984,90,90.69999695,Quiche - EGP,12,13,0,0,1984,3,0,16141,0,1,1,1006000,0,2800,0,0,1,0,1,0
47,90.1985,90,90.69999695,Quiche - EGP,13,14,1,2,1985,3,0,16141,0,1,1,1032000,0,2000,0,0,1,1,1,0
518,490.1998,490,490.1099854,RCD-Goma,0,1,0,0,1998,6,0,427165,0,1,1,12320479,0,20000,0,1,1,0,1,1
519,490.1999,490,490.1099854,RCD-Goma,1,2,0,0,1999,6,1,427165,0,1,1,13165458,0,20000,0,0,1,0,1,1
520,490.2,490,490.1099854,RCD-Goma,2,3,0,0,2000,6,1,427165,0,1,1,14010437,0,20000,0,0,1,0,1,1
521,490.2001,490,490.1099854,RCD-Goma,3,4,0,0,2001,6,1,427165,0,1,1,14855417,0,20000,0,0,1,0,1,1
522,490.2002,490,490.1099854,RCD-Goma,4,5,0,0,2002,6,1,427165,0,1,1,15700396,0,20000,0,1,1,0,1,1
523,490.2003,490,490.1099854,RCD-Goma,5,6,0,0,2003,6,1,427165,0,1,1,16545375,0,20000,0,0,0,0,1,1
524,490.2004,490,490.1099854,RCD-Goma,6,7,0,0,2004,6,0,59483,0,1,1,5325250,0,20000,0,0,0,0,1,1
525,490.2005,490,490.1099854,RCD-Goma,7,8,0,0,2005,6,0,59483,0,1,1,5618725,0,20000,0,0,0,0,1,1
526,490.2006,490,490.1099854,RCD-Goma,8,9,1,3,2006,6,0,59483,0,1,1,5912200,0,20000,0,0,0,0,1,1
536,490.1999,490,490.1300049,RCD-Kisangani,0,1,0,0,1999,4,1,503239,0,1,1,5871625,NA,3000,0,1,1,0,1,0
537,490.2,490,490.1300049,RCD-Kisangani,1,2,0,0,2000,4,1,251620,0,1,1,3088625,NA,3000,0,0,1,0,1,0
538,490.2001,490,490.1300049,RCD-Kisangani,2,3,0,0,2001,4,1,251620,0,1,1,3241438,NA,4668,0,0,1,0,1,0
539,490.2002,490,490.1300049,RCD-Kisangani,3,4,0,0,2002,4,1,125810,0,1,1,1697125,NA,6333,0,1,1,0,1,0
540,490.2003,490,490.1300049,RCD-Kisangani,4,5,1,3,2003,4,1,125810,0,1,1,1773531,NA,8000,0,1,1,0,1,0
846,565.199,565,565.0999756,Rehoboth Basters,0,1,1,3,1990,5,0,14000,0,0,0,48500,0,0,0,0,0,0,0,0
872,630.1945,630,630.9000244,Republic of Mahabad,0,1,0,0,1945,5,0,16617,0,1,0,1.00E+06,0,3000,0,0,0,0,1,0
873,630.1946,630,630.9000244,Republic of Mahabad,1,2,1,3,1946,5,0,16617,0,1,0,1.00E+06,0,12750,0,1,1,0,1,0
226,140.1835,140,140.1999969,Republic of Para,0,1,0,0,1835,3,0,2818436,0,0,1,150000,-1,20000,0,1,1,0,0,0
227,140.1836,140,140.1999969,Republic of Para,1,2,0,0,1836,3,0,2818436,0,0,1,150000,-1,20000,0,0,1,0,0,0
228,140.1837,140,140.1999969,Republic of Para,2,3,1,2,1837,3,0,2818436,0,0,1,150000,-1,20000,0,0,1,1,0,0
1908,850.195,850,850.0999756,Republic of the South Moluccas,0,1,1,2,1950,5,0,46914,1,1,1,1090000,NA,17000,0,1,1,1,0,0
250,140.1893,140,140.6999969,Rio Grandense,0,1,0,0,1893,3,0,281749,0,0,0,972980,NA,5000,0,1,1,0,0,0
251,140.1894,140,140.6999969,Rio Grandense,1,2,1,2,1894,3,0,481064,1,0,0,1278680,NA,6000,0,0,1,1,0,0
409,451.1991,451,451.2000122,RUF-Sierra Leone,0,1,0,0,1991,3,0,4100,0,0,1,69400,-1,230,0,1,1,0,1,1
410,451.1992,451,451.2000122,RUF-Sierra Leone,1,2,0,0,1992,3,0,14100,0,0,1,633467,-1,2115,0,0,1,0,1,1
411,451.1993,451,451.2000122,RUF-Sierra Leone,2,3,0,0,1993,3,0,14100,0,0,1,626533,-1,4000,0,0,1,0,1,1
412,451.1994,451,451.2000122,RUF-Sierra Leone,3,4,0,0,1994,3,0,17600,0,0,1,716800,-1,5000,0,0,1,0,1,1
413,451.1995,451,451.2000122,RUF-Sierra Leone,4,5,0,0,1995,3,0,24502,0,0,1,951340,-1,6000,0,0,1,0,1,1
414,451.1996,451,451.2000122,RUF-Sierra Leone,5,6,0,0,1996,3,0,21002,0,0,1,850987,-1,7000,0,0,1,0,1,1
415,451.1997,451,451.2000122,RUF-Sierra Leone,6,7,0,0,1997,3,0,14100,0,0,1,598800,-1,8000,0,0,1,0,1,1
416,451.1998,451,451.2000122,RUF-Sierra Leone,7,8,0,0,1998,3,0,14100,0,0,1,591876,-1,9000,0,0,1,0,1,1
417,451.1999,451,451.2000122,RUF-Sierra Leone,8,9,0,0,1999,3,1,11003,0,0,1,632828,-1,9000,0,0,1,0,1,1
418,451.2,451,451.2000122,RUF-Sierra Leone,9,10,0,0,2000,3,1,11003,0,0,1,642032,-1,9000,0,0,1,0,1,1
419,451.2001,451,451.2000122,RUF-Sierra Leone,10,11,0,0,2001,3,0,11003,0,0,1,651237,-1,9000,0,0,1,0,1,1
420,451.2002,451,451.2000122,RUF-Sierra Leone,11,12,1,3,2002,3,0,11003,0,0,1,660443,-1,9000,0,0,0,0,1,1
650,517.199,517,517.0999756,Rwandan Tutsis,0,1,0,0,1990,3,0,6749,0,1,1,1502213,-1,2000,0,1,1,0,1,0
651,517.1991,517,517.0999756,Rwandan Tutsis,1,2,0,0,1991,3,0,6749,0,1,1,1544700,-1,5000,0,0,1,0,1,0
652,517.1992,517,517.0999756,Rwandan Tutsis,2,3,0,0,1992,3,0,6749,0,1,1,1587188,-1,12000,0,0,1,0,1,0
653,517.1993,517,517.0999756,Rwandan Tutsis,3,4,0,0,1993,3,0,6749,0,1,1,1629675,-1,12000,0,0,1,0,1,0
654,517.1994,517,517.0999756,Rwandan Tutsis,4,5,1,4,1994,3,0,6749,0,1,1,1672163,-1,12000,0,0,1,0,1,0
562,500.1962,500,500.0100098,Rwenzururu Kingdom,0,1,0,0,1962,5,0,7825,0,1,1,356282,-1,NA,0,0,0,0,0,1
563,500.1963,500,500.0100098,Rwenzururu Kingdom,1,2,0,0,1963,5,0,7825,0,1,1,387027,-1,NA,0,0,0,0,0,1
564,500.1964,500,500.0100098,Rwenzururu Kingdom,2,3,0,0,1964,5,0,7825,0,1,1,417773,-1,NA,0,0,0,0,0,1
565,500.1965,500,500.0100098,Rwenzururu Kingdom,3,4,0,0,1965,5,0,7825,0,1,1,448518,-1,NA,0,0,0,0,0,1
566,500.1966,500,500.0100098,Rwenzururu Kingdom,4,5,0,0,1966,5,0,7825,0,1,1,479264,-1,NA,0,0,0,0,0,1
567,500.1967,500,500.0100098,Rwenzururu Kingdom,5,6,0,0,1967,5,0,7825,0,1,1,510009,-1,NA,0,0,0,0,0,1
568,500.1968,500,500.0100098,Rwenzururu Kingdom,6,7,0,0,1968,5,0,7825,0,1,1,540755,-1,NA,0,0,0,0,0,1
569,500.1969,500,500.0100098,Rwenzururu Kingdom,7,8,0,0,1969,5,0,7825,0,1,1,571500,-1,NA,0,0,0,0,0,1
570,500.197,500,500.0100098,Rwenzururu Kingdom,8,9,0,0,1970,5,0,3572,0,1,1,256809,-1,NA,0,0,0,0,0,1
571,500.1971,500,500.0100098,Rwenzururu Kingdom,9,10,0,0,1971,5,0,3572,0,1,1,270118,-1,NA,0,0,0,0,0,1
572,500.1972,500,500.0100098,Rwenzururu Kingdom,10,11,0,0,1972,5,0,3572,0,1,1,283427,-1,NA,0,0,0,0,0,1
573,500.1973,500,500.0100098,Rwenzururu Kingdom,11,12,0,0,1973,5,0,3572,0,1,1,296736,-1,NA,0,0,0,0,0,1
574,500.1974,500,500.0100098,Rwenzururu Kingdom,12,13,0,0,1974,5,0,3572,0,1,1,310045,-1,NA,0,0,0,0,0,1
575,500.1975,500,500.0100098,Rwenzururu Kingdom,13,14,0,0,1975,5,0,3572,0,1,1,323355,-1,NA,0,0,0,0,0,1
576,500.1976,500,500.0100098,Rwenzururu Kingdom,14,15,0,0,1976,5,0,3572,0,1,1,336664,-1,NA,0,0,0,0,0,1
577,500.1977,500,500.0100098,Rwenzururu Kingdom,15,16,0,0,1977,5,0,3572,0,1,1,349973,-1,NA,0,0,0,0,0,1
578,500.1978,500,500.0100098,Rwenzururu Kingdom,16,17,0,0,1978,5,0,3572,0,1,1,363282,-1,NA,0,0,0,0,0,1
579,500.1979,500,500.0100098,Rwenzururu Kingdom,17,18,0,0,1979,5,0,3572,0,1,1,376590,-1,NA,0,0,0,0,0,1
580,500.198,500,500.0100098,Rwenzururu Kingdom,18,19,0,0,1980,5,0,3572,0,1,1,389900,-1,NA,0,0,0,0,0,1
581,500.1981,500,500.0100098,Rwenzururu Kingdom,19,20,0,0,1981,5,0,3572,0,1,1,403209,-1,NA,0,0,0,0,0,1
582,500.1982,500,500.0100098,Rwenzururu Kingdom,20,21,1,3,1982,5,0,3572,0,1,1,416518,-1,NA,0,0,0,0,0,1
240,140.1837,140,140.3999939,Sabinada,0,1,0,0,1837,5,0,12502,0,0,0,65500,0,5000,0,1,1,0,0,0
241,140.1838,140,140.3999939,Sabinada,1,2,1,2,1838,5,0,12502,0,0,0,65500,0,5000,0,0,1,1,0,0
910,645.2003,645,645.4000244,Sadr Movement,0,1,0,0,2003,5,0,244,1,0,0,4474205,-1,500,0,0,0,0,0,0
911,645.2004,645,645.4000244,Sadr Movement,1,2,0,0,2004,5,0,244,1,0,0,4474205,-1,2400,0,0,0,0,0,0
912,645.2005,645,645.4000244,Sadr Movement,2,3,0,0,2005,5,0,244,1,0,0,4474205,-1,4300,0,0,0,0,0,0
913,645.2006,645,645.4000244,Sadr Movement,3,4,0,0,2006,5,0,244,1,0,0,4474205,-1,6200,0,1,1,0,0,0
914,645.2007,645,645.4000244,Sadr Movement,4,5,0,0,2007,5,0,244,1,0,0,4474205,-1,8100,0,0,1,1,0,0
915,645.2008,645,645.4000244,Sadr Movement,5,6,1,3,2008,5,0,244,1,0,0,4474205,-1,10000,0,0,0,0,0,0
346,435.1976,435,435.1000061,Saharawi,0,1,0,0,1976,5,0,87780,1,0,0,22500,0,800,1,1,1,0,1,0
347,435.1977,435,435.1000061,Saharawi,1,2,0,0,1977,5,0,87780,1,0,0,22868,0,3543,2,0,1,0,1,0
348,435.1978,435,435.1000061,Saharawi,2,3,0,0,1978,5,0,87780,1,0,0,23235,0,6286,3,0,1,0,1,0
349,435.1979,435,435.1000061,Saharawi,3,4,0,0,1979,5,0,87780,1,0,0,23603,0,9029,4,0,1,0,1,0
350,435.198,435,435.1000061,Saharawi,4,5,0,0,1980,5,0,87780,1,0,0,23971,0,11772,5,0,1,0,1,0
351,435.1981,435,435.1000061,Saharawi,5,6,0,0,1981,5,0,87780,1,0,0,24338,0,14515,6,0,1,0,1,0
352,435.1982,435,435.1000061,Saharawi,6,7,0,0,1982,5,0,87780,1,0,0,24706,0,17258,7,0,1,0,1,0
353,435.1983,435,435.1000061,Saharawi,7,8,0,0,1983,5,0,87780,1,0,0,25074,0,20000,8,0,1,0,1,0
354,435.1984,435,435.1000061,Saharawi,8,9,0,0,1984,5,0,87780,1,0,0,25441,0,19426,9,0,1,0,1,0
355,435.1985,435,435.1000061,Saharawi,9,10,0,0,1985,5,0,87780,1,0,0,25809,0,18852,10,0,1,0,1,0
356,435.1986,435,435.1000061,Saharawi,10,11,0,0,1986,5,0,87780,1,0,0,26177,0,18278,11,0,1,0,1,0
357,435.1987,435,435.1000061,Saharawi,11,12,0,0,1987,5,0,87780,1,0,0,26544,0,17704,12,0,1,0,1,0
358,435.1988,435,435.1000061,Saharawi,12,13,0,0,1988,5,0,87780,1,0,0,26912,0,17130,13,0,1,0,1,0
359,435.1989,435,435.1000061,Saharawi,13,14,0,0,1989,5,0,87780,1,0,0,27279,0,16556,14,0,1,0,1,0
360,435.199,435,435.1000061,Saharawi,14,15,0,0,1990,5,0,87780,1,0,0,27647,0,15982,15,0,0,0,1,0
361,435.1991,435,435.1000061,Saharawi,15,16,0,0,1991,5,0,87780,1,0,0,28015,0,15408,16,0,0,0,1,0
362,435.1992,435,435.1000061,Saharawi,16,17,0,0,1992,5,0,87780,1,0,0,28382,0,14834,17,0,0,0,1,0
363,435.1993,435,435.1000061,Saharawi,17,18,0,0,1993,5,0,87780,1,0,0,28750,0,14260,18,0,0,0,1,0
364,435.1994,435,435.1000061,Saharawi,18,19,0,0,1994,5,0,87780,1,0,0,29118,0,13686,19,0,0,0,1,0
365,435.1995,435,435.1000061,Saharawi,19,20,0,0,1995,5,0,87780,1,0,0,29485,0,13112,20,0,0,0,1,0
366,435.1996,435,435.1000061,Saharawi,20,21,0,0,1996,5,0,87780,1,0,0,29853,0,12538,21,0,0,0,1,0
367,435.1997,435,435.1000061,Saharawi,21,22,0,0,1997,5,0,87780,1,0,0,30221,0,11964,22,0,0,0,1,0
368,435.1998,435,435.1000061,Saharawi,22,23,0,0,1998,5,0,87780,1,0,0,30588,0,11390,23,0,0,0,1,0
369,435.1999,435,435.1000061,Saharawi,23,24,0,0,1999,5,0,87780,1,0,0,30956,0,10816,24,0,0,0,1,0
370,435.2,435,435.1000061,Saharawi,24,25,0,0,2000,5,0,87780,1,0,0,31324,0,10242,25,0,0,0,1,0
371,435.2001,435,435.1000061,Saharawi,25,26,0,0,2001,5,0,87780,1,0,0,31691,0,9668,26,0,0,0,1,0
372,435.2002,435,435.1000061,Saharawi,26,27,0,0,2002,5,0,87780,1,0,0,32059,0,9094,27,0,0,0,1,0
373,435.2003,435,435.1000061,Saharawi,27,28,0,0,2003,5,0,87780,1,0,0,32427,0,8520,28,0,0,0,1,0
374,435.2004,435,435.1000061,Saharawi,28,29,0,0,2004,5,0,87780,1,0,0,32794,0,7946,29,0,0,0,1,0
375,435.2005,435,435.1000061,Saharawi,29,30,0,0,2005,5,0,87780,1,0,0,33162,0,7372,30,0,0,0,1,0
376,435.2006,435,435.1000061,Saharawi,30,31,0,0,2006,5,0,87780,1,0,0,33530,0,6798,31,0,0,0,1,0
377,435.2007,435,435.1000061,Saharawi,31,32,0,0,2007,5,0,87780,1,0,0,33897,0,6224,32,0,0,0,1,0
378,435.2008,435,435.1000061,Saharawi,32,33,0,0,2008,5,0,87780,1,0,0,34265,0,5650,33,0,0,0,1,0
379,435.2009,435,435.1000061,Saharawi,33,34,0,0,2009,5,0,87780,1,0,0,34632,0,5076,34,0,0,0,1,0
380,435.201,435,435.1000061,Saharawi,34,35,0,0,2010,5,0,87780,1,0,0,35000,0,4500,35,0,0,0,1,0
111,93.197,93,93.40000153,Sandinistas,0,1,0,0,1970,3,0,19517,0,1,1,312725,0,110,0,0,0,0,0,0
112,93.1971,93,93.40000153,Sandinistas,1,2,0,0,1971,3,0,19517,0,1,1,324500,0,120,0,0,0,0,0,0
113,93.1972,93,93.40000153,Sandinistas,2,3,0,0,1972,3,0,19517,0,1,1,336275,0,130,0,0,0,0,0,0
114,93.1973,93,93.40000153,Sandinistas,3,4,0,0,1973,3,0,19517,0,1,1,348050,0,140,0,0,0,0,0,0
