year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
1996,80.1996,80,Belize,1,1,15,16,15,16,0,0,0,0,0,22209,22.20899963,3.100497595,16,NA,NA,0,0,0,16,NA,0,0,0,0,0,0.195035741,3,0,0,NA,1.844634556,0.284416857,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.083,8.829,12.254,20.909,1.833708631,0
1997,80.1997,80,Belize,1,1,16,17,16,17,0,0,0,0,0,22209,22.20899963,3.100497595,17,NA,NA,0,0,0,17,NA,0,0,0,0,0,0.208039775,3,0,0,NA,1.872486449,0.28173559,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.078,8.787,12.291,20.895,1.844634556,0
1998,80.1998,80,Belize,1,1,17,18,17,18,0,0,0,0,0,22209,22.20899963,3.100497595,18,NA,NA,0,0,0,18,NA,0,0,0,0,0,0.200957462,3,0,0,NA,1.871756387,0.281261578,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.105,8.786,12.319,20.922,1.872486449,0
1999,80.1999,80,Belize,1,1,18,19,18,19,0,0,0,0,0,22209,22.20899963,3.100497595,19,NA,NA,0,0,0,19,NA,0,0,0,0,0,0.199054509,3,0,0,NA,1.815433739,0.283091039,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.173,8.828,12.345,20.998,1.871756387,0
2000,80.2,80,Belize,1,1,19,20,19,20,0,0,0,0,0,22209,22.20899963,3.100497595,20,NA,NA,0,0,0,20,NA,0,0,0,0,0,0.204344794,3,0,0,NA,1.67742852,0.295357068,0,0,2,1,2,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.252,8.878,12.373,21.086,1.815433739,0
2001,80.2001,80,Belize,1,1,20,21,20,21,0,0,0,0,0,22209,22.20899963,3.100497595,21,NA,NA,0,0,0,21,NA,0,0,0,0,0,0.180745542,3,0,0,NA,1.617600265,0.323647862,0,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.313,8.904,12.41,21.152,1.67742852,0
2002,80.2002,80,Belize,1,1,21,22,21,22,0,0,0,0,0,22209,22.20899963,3.100497595,22,NA,NA,0,0,0,22,NA,0,0,0,0,0,0.179890335,3,0,NA,NA,0.830958612,0.297190228,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.393,8.963,12.43,21.242,1.617600265,0
2003,80.2003,80,Belize,1,1,22,23,22,23,0,0,0,0,0,22209,22.20899963,3.100497595,23,NA,NA,0,0,0,23,NA,0,0,0,0,0,0.183425739,3,0,NA,NA,0.822520714,0.253839167,0,0,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.465,9.013,12.453,21.322,0.830958612,0
2004,80.2004,80,Belize,1,1,23,24,23,24,0,0,0,0,0,22209,22.20899963,3.100497595,24,NA,NA,0,0,0,24,NA,0,0,0,0,0,0.208618864,3,0,NA,NA,0.755584169,0.251683535,0,0,2,1,2,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.53,9.052,12.478,21.392,0.822520714,0
2005,80.2005,80,Belize,1,1,24,25,24,25,0,0,0,0,0,22209,22.20899963,3.100497595,25,NA,NA,0,0,0,25,NA,0,0,0,0,0,0.211340427,3,0,NA,NA,0.722365406,0.23829992,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.567,9.067,12.501,21.432,0.755584169,0
2006,80.2006,80,Belize,1,1,25,26,25,26,0,0,0,0,0,22209,22.20899963,3.100497595,26,NA,NA,0,0,0,26,NA,0,0,0,0,0,0.248696476,3,0,NA,NA,0.923271716,0.240805977,0,0,2,2,2,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.611,9.082,12.529,21.478,0.722365406,0
2007,80.2007,80,Belize,1,1,26,27,26,27,0,0,0,0,0,22209,22.20899963,3.100497595,27,NA,NA,0,0,0,27,NA,0,0,0,0,0,0.264867157,3,0,NA,NA,1.031092595,0.244522982,0,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.639,9.077,12.563,21.506,0.923271716,0
2008,80.2008,80,Belize,1,1,27,28,27,28,0,0,0,0,0,22209,22.20899963,3.100497595,28,NA,NA,0,0,0,28,NA,0,0,0,0,0,0.264867157,3,0,NA,NA,0.962546052,0.247891097,0,0,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.647,9.065,12.582,21.512,1.031092595,0
2009,80.2009,80,Belize,1,1,28,29,28,29,0,0,0,0,0,22209,22.20899963,3.100497595,29,NA,NA,0,0,0,29,NA,0,0,0,0,0,0.264867157,3,0,NA,NA,0.891359019,0.254124824,0,0,2,1,2,1,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.658,9.055,12.603,21.522,0.962546052,0
2010,80.201,80,Belize,1,1,29,30,29,30,0,0,0,0,0,22209,22.20899963,3.100497595,30,NA,NA,0,0,0,30,NA,0,0,0,0,0,0.264867157,3,0,NA,NA,1.026056717,0.266842423,0,0,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.702,9.065,12.637,21.567,0.891359019,0
1981,760.1981,760,Bhutan,1,1,0,1,0,1,0,0,0,0,0,39991,39.99100113,3.688654457,33,74,0.605000019,0,0,0,33,4.557029724,0,0,0,0,0,0.06874416,1,0,0,0.643700004,2.350617218,0.534329006,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,-10,-10,0,10,0.054,0.133,0.059,0.148,0,0,0,0,0,0,20.579,7.312,13.267,19.265,2.428030115,0
1982,760.1982,760,Bhutan,1,1,1,2,1,2,0,0,0,0,0,39991,39.99100113,3.688654457,34,75,0.605000019,0,0,0,34,4.557029724,0,0,0,0,0,0.069156036,1,0,0,0.485799998,2.231376025,0.513564443,NA,NA,2,2,2,1,NA,1,NA,NA,NA,NA,NA,-10,-10,0,10,0.054,0.133,0.059,0.148,0,0,0,0,0,0,20.649,7.356,13.294,19.444,2.350617218,0
1983,760.1983,760,Bhutan,1,1,2,3,2,3,0,0,0,0,0,39991,39.99100113,3.688654457,35,76,0.605000019,0,0,0,35,4.557029724,0,0,0,0,0,0.068294428,1,0,0,0.489499986,2.19662476,0.493258656,NA,NA,2,2,2,1,NA,1,NA,NA,NA,NA,NA,-10,-10,0,10,0.054,0.133,0.059,0.148,0,0,0,0,0,0,20.729,7.402,13.328,19.624,2.231376025,0
1984,760.1984,760,Bhutan,1,1,3,4,3,4,0,0,0,0,0,39991,39.99100113,3.688654457,36,77,0.605000019,0,0,0,36,4.557029724,0,0,0,0,0,0.051739834,1,0,0,0.576799989,2.265543134,0.478696718,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,-10,-10,0,10,0.054,0.131,0.059,0.148,0,0,0,0,0,0,20.774,7.426,13.349,19.717,2.19662476,0
1985,760.1985,760,Bhutan,1,1,4,5,4,5,0,0,0,0,0,39991,39.99100113,3.688654457,37,78,0.605000019,0,0,0,37,4.557029724,0,0,0,0,0,0.059412472,1,0,0,0.549099982,2.299281541,0.471591136,NA,NA,2,2,2,2,NA,1,NA,1,NA,NA,NA,-10,-10,0,10,0.058,0.127,0.06,0.144,0,0,0,0,0,0,20.837,7.463,13.374,19.846,2.265543134,0
1986,760.1986,760,Bhutan,1,1,5,6,5,6,0,0,0,0,0,39991,39.99100113,3.688654457,38,79,0.605000019,0,0,0,38,4.557029724,0,0,0,0,0,0.066188514,1,0,0,0.659699976,2.303595101,0.476219033,NA,NA,2,2,2,2,NA,1,NA,1,NA,NA,NA,-10,-10,0,10,0.055,0.125,0.059,0.143,0,0,0,0,0,0,20.904,7.495,13.409,19.964,2.299281541,0
1987,760.1987,760,Bhutan,1,1,6,7,6,7,0,0,0,0,0,39991,39.99100113,3.688654457,39,80,0.605000019,0,0,0,39,4.557029724,0,0,0,0,0,0.088497192,1,0,0,0.632600009,2.260934482,0.483987969,NA,NA,2,2,2,2,NA,1,NA,1,NA,NA,NA,-10,-10,0,10,0.05,0.126,0.06,0.138,0,0,0,0,0,0,20.995,7.561,13.435,20.151,2.303595101,0
1988,760.1988,760,Bhutan,1,1,7,8,7,8,0,0,0,0,0,39991,39.99100113,3.688654457,40,81,0.605000019,0,0,0,40,4.557029724,0,0,0,0,0,0.094078504,1,0,0,0.586600006,2.172783261,0.493699339,NA,NA,2,2,2,2,NA,1,NA,1,NA,NA,NA,-10,-10,0,10,0.052,0.124,0.052,0.155,0,0,0,0,0,0,21.065,7.601,13.465,20.271,2.260934482,0
1989,760.1989,760,Bhutan,1,1,8,9,8,9,0,0,0,0,0,39991,39.99100113,3.688654457,41,82,0.605000019,0,0,0,41,4.557029724,0,0,0,0,0,0.089144729,1,0,0,0.44600001,2.022919157,0.543074251,0,0,2,2,1,2,NA,1,NA,1,0,NA,NA,-10,-10,0,10,0.061,0.13,0.053,0.157,0,0,0,0,0,0,21.126,7.646,13.481,20.385,2.172783261,0
1990,760.199,760,Bhutan,1,1,9,10,9,10,0,0,0,0,0,39991,39.99100113,3.688654457,42,83,0.605000019,0,0,0,42,4.557029724,0,0,0,0,0,0.241510913,1,0,0,0.389400005,-0.454889147,0.557182807,0.016,0,0,1,0,2,2,NA,NA,1,0,NA,NA,-10,-10,0,10,0.064,0.129,0.048,0.149,0,0,0,0,0,0,21.163,7.663,13.5,20.44,2.022919157,0
1991,760.1991,760,Bhutan,1,1,10,11,10,11,0,0,0,0,0,39991,39.99100113,3.688654457,43,84,0.605000019,0,0,0,43,4.557029724,0,0,0,0,0,0.235485092,1,0,0,0.331,-1.055907944,0.218970933,0.26,0,0,1,0,0,4,3,NA,3,0,NA,NA,-10,-10,0,10,0.064,0.129,0.092,0.149,0,0,0,0,0,0,21.187,7.681,13.506,20.483,-0.454889147,0
1992,760.1992,760,Bhutan,1,1,11,12,11,12,0,0,0,0,0,39991,39.99100113,3.688654457,44,85,0.605000019,0,0,0,44,4.557029724,0,0,0,0,0,0.230873212,1,0,0,0.281199992,-1.131233857,0.198031894,0.375333333,0,0,1,0,0,3,4,NA,5,0,NA,NA,-10,-10,0,10,0.067,0.134,0.093,0.15,0,0,0,0,0,0,21.225,7.723,13.503,20.562,-1.055907944,0
1993,760.1993,760,Bhutan,1,1,12,13,12,13,0,0,0,0,0,39991,39.99100113,3.688654457,45,86,0.605000019,0,0,0,45,4.557029724,0,0,0,0,0,0.226937398,1,0,0,0.513499975,-1.00522161,0.203719357,0.132666667,0,0,2,0,0,3,4,NA,3,0,NA,NA,-10,-10,0,10,0.065,0.129,0.093,0.168,0,0,0,0,0,0,21.25,7.75,13.5,20.612,-1.131233857,0
1994,760.1994,760,Bhutan,1,1,13,14,13,14,0,0,0,0,0,39991,39.99100113,3.688654457,46,87,0.605000019,0,0,0,46,4.557029724,0,0,0,0,0,0.227951556,1,0,0,0.452100009,-0.736539052,0.255569855,0.019333333,0,2,1,0,1,3,4,NA,3,0,NA,NA,-10,-10,0,10,0.069,0.13,0.093,0.172,0,0,0,0,0,0,21.287,7.787,13.5,20.681,-1.00522161,0
1995,760.1995,760,Bhutan,1,1,14,15,14,15,0,0,0,0,0,39991,39.99100113,3.688654457,47,88,0.605000019,0,0,0,47,4.557029724,0,0,0,0,0,0.223500684,1,0,0,0.488900006,0.032940902,0.336797413,0,0,2,1,0,1,2,2,NA,3,0,NA,NA,-10,-10,0,10,0.069,0.13,0.093,0.172,0,0,0,0,0,0,21.336,7.83,13.507,20.764,-0.736539052,0
1996,760.1996,760,Bhutan,1,1,15,16,15,16,0,0,0,0,0,39991,39.99100113,3.688654457,48,89,0.605000019,0,0,0,48,4.557029724,0,0,0,0,0,0.223537043,1,0,0,0.612399995,0.564030647,0.290440732,0,0,2,2,0,2,1,2,NA,1,0,NA,NA,-10,-10,0,10,0.076,0.132,0.099,0.174,0,0,0,0,0,0,21.405,7.884,13.522,20.873,0.032940902,0
1997,760.1997,760,Bhutan,1,1,16,17,16,17,0,0,0,0,0,39991,39.99100113,3.688654457,49,90,0.605000019,0,0,0,49,4.557029724,0,0,0,0,0,0.221344113,1,0,0,0.614199996,0.578034703,0.265956026,0,0,2,2,0,1,3,2,NA,3,0,NA,NA,-10,-10,0,10,0.076,0.132,0.099,0.177,0,0,0,0,0,0,21.474,7.944,13.531,20.982,0.564030647,0
1998,760.1998,760,Bhutan,1,1,17,18,17,18,0,0,0,0,0,39991,39.99100113,3.688654457,50,91,0.605000019,0,0,0,50,4.557029724,0,0,0,0,0,0.211679175,1,0,0,0.513599992,0.885449106,0.25846795,0,0,2,2,0,1,2,1,NA,2,0,NA,NA,-10,-10,0,10,0.094,0.149,0.102,0.183,0,0,0,0,0,0,21.545,7.994,13.552,21.084,0.578034703,0
1999,760.1999,760,Bhutan,1,1,18,19,18,19,0,0,0,0,0,39991,39.99100113,3.688654457,51,92,0.605000019,0,0,0,51,4.557029724,0,0,0,0,0,0.206824467,1,0,0,0.523699999,0.958891094,0.251234979,0,0,2,2,0,1,2,2,NA,NA,0,NA,NA,-10,-10,0,10,0.095,0.156,0.111,0.167,0,0,0,0,0,0,21.635,8.089,13.547,21.226,0.885449106,0
2000,760.2,760,Bhutan,1,1,19,20,19,20,0,0,0,0,0,39991,39.99100113,3.688654457,52,93,0.605000019,0,0,0,52,4.557029724,0,0,0,0,0,0.19850798,1,0,0,0.686500013,1.129698025,0.26111256,0,0,2,1,0,1,2,1,NA,NA,0,NA,NA,-10,-10,0,10,0.097,0.149,0.12,0.181,0,0,0,0,0,0,21.675,8.173,13.503,21.306,0.958891094,0
2001,760.2001,760,Bhutan,1,1,20,21,20,21,0,0,0,0,0,39991,39.99100113,3.688654457,53,94,0.605000019,0,0,0,53,4.557029724,0,0,0,0,0,0.724557459,1,0,0,0.680899978,1.45520069,0.269927631,0,0,2,2,0,2,2,1,NA,NA,0,NA,NA,-10,-10,0,10,0.092,0.151,0.12,0.194,0,0,0,0,0,0,21.75,8.394,13.356,21.466,1.129698025,0
2002,760.2002,760,Bhutan,1,1,21,22,21,22,0,0,0,0,0,39991,39.99100113,3.688654457,54,95,0.605000019,0,0,0,54,4.557029724,0,0,0,0,0,0.744859755,1,0,NA,0.690800011,1.609170531,0.270764868,0,0,2,2,0,1,1,2,NA,NA,0,NA,NA,-10,-10,0,10,0.092,0.17,0.118,0.209,0,0,0,0,0,0,21.834,8.522,13.312,21.588,1.45520069,0
2003,760.2003,760,Bhutan,1,1,22,23,22,23,0,0,0,0,0,39991,39.99100113,3.688654457,55,96,0.605000019,0,0,0,55,4.557029724,0,0,0,0,0,0.722273946,1,0,NA,0.557099998,1.768646039,0.253978796,0,0,2,2,0,1,1,1,NA,NA,0,NA,NA,-10,-10,0,10,0.098,0.172,0.13,0.209,0,0,0,0,0,0,21.916,8.608,13.308,21.693,1.609170531,0
2004,760.2004,760,Bhutan,1,1,23,24,23,24,0,0,0,0,0,39991,39.99100113,3.688654457,56,97,0.605000019,0,0,0,56,4.557029724,0,0,0,0,0,0.679456949,1,0,NA,0.581900001,1.747112283,0.254748501,0,0,2,2,0,2,2,2,NA,NA,0,NA,NA,-10,-10,0,10,0.101,0.167,0.131,0.209,0,0,0,0,0,0,21.996,8.682,13.314,21.791,1.768646039,0
2005,760.2005,760,Bhutan,1,1,24,25,24,25,0,0,0,0,0,39991,39.99100113,3.688654457,57,0,0.605000019,0,0,0,57,4.557029724,0,0,0,0,0,0.690296888,1,0,NA,0.392800003,1.862849555,0.270606479,0,0,2,2,0,2,NA,1,NA,NA,0,NA,NA,-5,-5,0,5,0.105,0.171,0.133,0.222,0,0,0,0,0,0,22.054,8.712,13.342,21.856,1.747112283,0
2006,760.2006,760,Bhutan,1,1,25,26,25,26,0,0,0,0,0,39991,39.99100113,3.688654457,58,1,0.605000019,0,0,0,58,4.557029724,0,0,0,0,0,0.753442407,1,0,NA,0.475499988,1.876808427,0.282537578,0,0,2,2,0,2,NA,1,NA,NA,0,NA,NA,-5,-5,0,5,0.115,0.168,0.134,0.22,0,0,0,0,0,0,22.108,8.742,13.366,21.916,1.862849555,0
2007,760.2007,760,Bhutan,1,1,26,27,26,27,0,0,0,0,0,39991,39.99100113,3.688654457,59,2,0.605000019,0,0,0,59,4.557029724,0,0,0,0,0,0.846623659,1,0,NA,0.42840001,1.792233754,0.324307586,0,0,2,2,0,2,NA,1,NA,NA,0,NA,NA,-5,-5,0,5,0.134,0.179,0.136,0.22,0,0,0,0,0,0,22.201,8.812,13.389,22.023,1.876808427,0
2008,760.2008,760,Bhutan,1,1,27,28,27,28,0,0,0,0,0,39991,39.99100113,3.688654457,60,0,0.605000019,0,0,0,60,4.557029724,0,0,0,0,0,0.846623659,1,0,NA,0.569000006,1.197030809,0.320543132,0,0,1,2,0,1,NA,2,NA,NA,0,NA,NA,3,3,3,0,0.471,0.388,0.285,0.401,0,0,0,0,0,0,22.28,8.875,13.406,22.114,1.792233754,0
2009,760.2009,760,Bhutan,1,1,28,29,28,29,0,0,0,0,0,39991,39.99100113,3.688654457,61,1,0.605000019,0,0,0,61,4.557029724,0,0,0,0,0,0.846623659,1,0,NA,0.699599981,1.046079336,0.291175631,0,0,2,2,0,1,NA,3,NA,NA,0,NA,NA,3,3,3,0,0.615,0.52,0.373,0.49,0,0,0,0,0,0,22.355,8.932,13.423,22.199,1.197030809,0
2010,760.201,760,Bhutan,1,1,29,30,29,30,0,0,0,0,0,39991,39.99100113,3.688654457,62,2,0.605000019,0,0,0,62,4.557029724,0,0,0,0,0,0.846623659,1,0,NA,0.718699992,1.146081999,0.2851667,0,0,2,2,0,1,NA,2,NA,NA,0,NA,NA,3,3,3,0,0.598,0.509,0.37,0.492,0,0,0,0,0,0,22.434,8.995,13.44,22.288,1.046079336,0
1981,571.1981,571,Botswana,1,1,0,1,0,1,0,0,0,0,0,581127,581.1270142,6.364969346,16,15,0.351000011,0,0,0,16,0,0,0,0,0,0,0.300211996,1,0,0,0.461499989,1.977599547,0.377616762,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,6,6,6,0,0.641,0.526,0.385,0.467,0,0,0,0,0,0,21.816,8.058,13.759,21.39,1.985102605,0
1982,571.1982,571,Botswana,1,1,1,2,1,2,0,0,0,0,0,581127,581.1270142,6.364969346,17,16,0.351000011,0,0,0,17,0,0,0,0,0,0,0.308614314,1,0,0,0.447699994,1.870001244,0.374416992,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA,6,6,6,0,0.666,0.544,0.403,0.49,0,0,0,0,0,0,21.911,8.114,13.798,21.514,1.977599547,0
1983,571.1983,571,Botswana,1,1,2,3,2,3,0,0,0,0,0,581127,581.1270142,6.364969346,18,17,0.351000011,0,0,0,18,0,0,0,0,0,0,0.288666695,1,0,0,0.484699994,1.689392657,0.345325514,NA,NA,2,1,2,1,NA,1,NA,NA,NA,NA,NA,6,6,6,0,0.666,0.544,0.403,0.49,0,0,0,0,0,0,22.047,8.213,13.834,21.694,1.870001244,0
1984,571.1984,571,Botswana,1,1,3,4,3,4,0,0,0,0,0,581127,581.1270142,6.364969346,19,18,0.351000011,0,0,0,19,0,0,0,0,0,0,0.218745992,1,0,0,0.455199987,1.72465498,0.316454934,NA,NA,2,2,2,1,1,1,NA,NA,NA,NA,NA,6,6,6,0,0.675,0.57,0.41,0.489,0,0,0,0,0,0,22.173,8.31,13.864,21.859,1.689392657,0
1985,571.1985,571,Botswana,1,1,4,5,4,5,0,0,0,0,0,581127,581.1270142,6.364969346,20,19,0.351000011,0,0,0,20,0,0,0,0,0,0,0.223781645,1,0,0,0.720099986,1.733056896,0.323388097,NA,NA,2,2,2,2,NA,1,NA,1,NA,NA,NA,6,6,6,0,0.713,0.598,0.442,0.517,0,0,0,0,0,0,22.311,8.407,13.904,22.03,1.72465498,0
1986,571.1986,571,Botswana,1,1,5,6,5,6,0,0,0,0,0,581127,581.1270142,6.364969346,21,20,0.351000011,0,0,0,21,0,0,0,0,0,0,0.235059068,1,0,0,0.777400017,1.675823035,0.31739216,NA,NA,2,2,2,2,1,1,NA,1,NA,NA,NA,6,6,6,0,0.713,0.599,0.45,0.518,0,0,0,0,0,0,22.418,8.484,13.934,22.161,1.733056896,0
1987,571.1987,571,Botswana,1,1,6,7,6,7,0,0,0,0,0,581127,581.1270142,6.364969346,22,21,0.351000011,0,0,0,22,0,0,0,0,0,0,0.183351174,1,0,0,0.952400029,1.424016668,0.290275357,NA,NA,2,2,2,1,NA,1,NA,2,NA,NA,NA,7,7,7,0,0.713,0.599,0.471,0.5,0,0,0,0,0,0,22.531,8.561,13.97,22.295,1.675823035,0
1988,571.1988,571,Botswana,1,1,7,8,7,8,0,0,0,0,0,581127,581.1270142,6.364969346,23,22,0.351000011,0,0,0,23,0,0,0,0,0,0,0.175910324,1,0,0,0.927900016,1.290974791,0.277709955,NA,NA,2,2,2,1,NA,1,NA,3,NA,NA,NA,7,7,7,0,0.715,0.596,0.472,0.497,0,0,0,0,0,0,22.668,8.662,14.006,22.458,1.424016668,0
1989,571.1989,571,Botswana,1,1,8,9,8,9,0,0,0,0,0,581127,581.1270142,6.364969346,24,23,0.351000011,0,0,0,24,0,0,0,0,0,0,0.182012483,1,0,0,1.003000021,1.252419993,0.257523108,0,0,2,2,2,1,NA,1,NA,3,0,NA,NA,7,7,7,0,0.707,0.597,0.467,0.491,0,0,0,0,0,0,22.83,8.798,14.032,22.649,1.290974791,0
1990,571.199,571,Botswana,1,1,9,10,9,10,0,0,0,0,0,581127,581.1270142,6.364969346,25,24,0.351000011,0,0,0,25,0,0,0,0,0,0,0.169643521,1,0,0,0.893899977,1.240143708,0.254437427,0,0,2,2,2,1,NA,1,NA,2,0,NA,NA,7,7,7,0,0.703,0.589,0.462,0.464,0,0,0,0,0,0,22.936,8.871,14.065,22.769,1.252419993,0
1991,571.1991,571,Botswana,1,1,10,11,10,11,0,0,0,0,0,581127,581.1270142,6.364969346,26,25,0.351000011,0,0,0,26,0,0,0,0,0,0,0.160128668,1,0,0,0.879999995,1.231766627,0.248156978,0,0,2,2,2,1,NA,1,NA,1,0,NA,NA,7,7,7,0,0.703,0.589,0.462,0.464,0,0,0,0,0,0,22.996,8.898,14.098,22.834,1.240143708,0
1992,571.1992,571,Botswana,1,1,11,12,11,12,0,0,0,0,0,581127,581.1270142,6.364969346,27,26,0.351000011,0,0,0,27,0,0,0,0,0,0,0.165933967,1,0,0,0.833899975,1.158868472,0.23096748,0,0,2,2,2,1,2,1,NA,2,0,NA,NA,7,7,7,0,0.703,0.589,0.46,0.464,0,0,0,0,0,0,23.046,8.918,14.127,22.887,1.231766627,0
1993,571.1993,571,Botswana,1,1,12,13,12,13,0,0,0,0,0,581127,581.1270142,6.364969346,28,27,0.351000011,0,0,0,28,0,0,0,0,0,0,0.159472734,1,0,0,0.862100005,1.152132963,0.237424129,0,0,2,1,2,1,NA,1,NA,4,0,NA,NA,7,7,7,0,0.703,0.589,0.459,0.464,0,0,0,0,0,0,23.076,8.924,14.152,22.918,1.158868472,0
1994,571.1994,571,Botswana,1,1,13,14,13,14,0,0,0,0,0,581127,581.1270142,6.364969346,29,28,0.351000011,0,0,0,29,0,0,0,0,0,0,0.158158869,1,0,0,0.828700006,1.279848898,0.243851987,0,0,2,2,2,1,NA,1,NA,3,0,NA,NA,7,7,7,0,0.696,0.589,0.455,0.457,0,0,0,0,0,0,23.12,8.943,14.177,22.965,1.152132963,0
1995,571.1995,571,Botswana,1,1,14,15,14,15,0,0,0,0,0,581127,581.1270142,6.364969346,30,29,0.351000011,0,0,0,30,0,0,0,0,0,0,0.153655291,1,0,0,0.774399996,1.400920839,0.243894957,0,0,2,1,2,1,1,1,NA,2,0,NA,NA,7,7,7,0,0.703,0.595,0.468,0.488,0,0,0,0,0,0,23.197,8.995,14.202,23.051,1.279848898,0
1996,571.1996,571,Botswana,1,1,15,16,15,16,0,0,0,0,0,581127,581.1270142,6.364969346,31,30,0.351000011,0,0,0,31,0,0,0,0,0,0,0.126864582,1,0,0,0.673500001,1.508849475,0.254481044,0,0,2,2,2,1,1,1,NA,2,0,NA,NA,7,7,7,0,0.703,0.595,0.467,0.488,0,0,0,0,0,0,23.273,9.047,14.226,23.135,1.400920839,0
1997,571.1997,571,Botswana,1,1,16,17,16,17,0,0,0,0,0,581127,581.1270142,6.364969346,32,31,0.351000011,0,0,0,32,0,0,0,0,0,0,0.129921883,1,0,0,0.673699975,1.555540978,0.26165461,0,0,2,2,2,1,NA,1,NA,2,0,NA,NA,8,8,8,0,0.712,0.611,0.483,0.503,0,0,0,0,0,0,23.349,9.1,14.249,23.219,1.508849475,0
1998,571.1998,571,Botswana,1,1,17,18,17,18,0,0,0,0,0,581127,581.1270142,6.364969346,33,32,0.351000011,0,0,0,33,0,0,0,0,0,0,0.144453377,1,0,0,0.747099996,1.557956818,0.260792646,0,0,2,1,2,1,NA,1,NA,2,0,NA,NA,8,8,8,0,0.702,0.614,0.467,0.502,0,0,0,0,0,0,23.399,9.127,14.271,23.272,1.555540978,0
1999,571.1999,571,Botswana,1,1,18,19,18,19,0,0,0,0,0,581127,581.1270142,6.364969346,34,33,0.351000011,0,0,0,34,0,0,0,0,0,0,0.122740686,1,0,0,0.753000021,1.645450938,0.262621729,0,0,2,2,2,1,NA,1,NA,2,0,NA,NA,8,8,8,0,0.712,0.618,0.473,0.538,0,0,0,0,0,0,23.467,9.173,14.295,23.347,1.557956818,0
2000,571.2,571,Botswana,1,1,19,20,19,20,0,0,0,0,0,581127,581.1270142,6.364969346,35,34,0.351000011,0,0,0,35,0,0,0,0,0,0,0.139430523,1,0,0,0.773400009,1.660471963,0.268156559,0,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,8,8,8,0,0.726,0.626,0.481,0.552,0,0,0,0,0,0,23.526,9.216,14.31,23.41,1.645450938,0
2001,571.2001,571,Botswana,1,1,20,21,20,21,0,0,0,0,0,581127,581.1270142,6.364969346,36,35,0.351000011,0,0,0,36,0,0,0,0,0,0,0.155374229,1,0,0,0.863499999,1.6450886,0.260300296,0,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,8,8,8,0,0.726,0.626,0.481,0.552,0,0,0,0,0,0,23.551,9.217,14.334,23.436,1.660471963,0
