year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
1995,451.1995,451,SierraLeone,3,3,3,4,14,15,1,0,0,0,2,72952,72.95200348,4.289801738,35,24,0.763999999,1,NA,1,NA,0.993251801,0,0,0,1,3,0.073439457,1,0,0,-1.743999958,-1.622737935,0.158348725,29.32066667,10,0,0,0,0,4,4,NA,2,0,NA,NA,-7,-7,0,7,0.166,0.034,0.143,0.1,0,0,0,0,0,0,22.54,7.366,15.175,21.359,-1.69846554,2
1996,451.1996,451,SierraLeone,3,3,4,5,15,16,1,0,0,0,2,72952,72.95200348,4.289801738,36,0,0.763999999,1,NA,1,NA,0.993251801,0,0,0,1,3,0.07127858,1,0,0,-1.521999955,-1.71571646,0.180341203,67.21133333,43,2,0,1,0,5,5,NA,4,0,NA,NA,4,4,5,1,0.235,0.095,0.163,0.137,0,0,0,0,0,0,22.419,7.234,15.185,20.855,-1.622737935,2
1997,451.1997,451,SierraLeone,3,3,5,6,16,17,1,0,0,0,2,72952,72.95200348,4.289801738,37,0,0.763999999,1,NA,1,NA,0.993251801,1,1,1,1,3,0.073900141,1,0,0,-1.577999949,-2.044659427,0.132372553,366.8573333,332,NA,NA,NA,NA,4,5,NA,4,345,345,557,-77,0,-77,-77,0.296,0.052,0.195,0.166,0,0,0,0,0,0,22.292,7.091,15.201,19.859,-1.71571646,2
1998,451.1998,451,SierraLeone,3,3,6,7,17,18,1,0,0,0,1,72952,72.95200348,4.289801738,38,0,0.763999999,1,NA,1,NA,0.993251801,1,NA,1,1,3,0.074780978,1,0,0,-1.516000032,-1.818476988,0.124794523,96.814,91,NA,NA,NA,NA,5,5,NA,5,84,84,84,-77,0,-77,-77,0.231,0.06,0.168,0.145,0,0,0,0,0,0,22.201,6.981,15.221,0,-2.044659427,1
1999,451.1999,451,SierraLeone,3,3,7,8,18,19,1,0,1,1,2,72952,72.95200348,4.289801738,39,0,0.763999999,1,NA,1,NA,0.993251801,1,NA,1,1,4,0.074350365,1,0,0,-1.394000053,-1.799228181,0.125430247,84.752,78.5,NA,NA,NA,NA,5,5,NA,2,88,88,88,-77,0,-77,-77,0.236,0.071,0.171,0.148,0,0,0,0,0,0,22.133,6.887,15.247,0,-1.818476988,2
2000,451.2,451,SierraLeone,4,4,0,1,19,20,1,0,0,0,2,72952,72.95200348,4.289801738,40,0,0.763999999,1,NA,1,NA,0.993251801,1,NA,1,1,4,0.072214946,1,0,0,-1.291000009,-1.577921123,0.179426518,23.51933333,0,NA,NA,NA,NA,5,4,NA,NA,0,NA,NA,-77,0,-77,-77,0.245,0.081,0.173,0.144,0,0,0,0,0,0,22.19,6.922,15.269,0,-1.799228181,2
2001,451.2001,451,SierraLeone,4,4,1,2,20,21,1,0,0,0,1,72952,72.95200348,4.289801738,41,0,0.763999999,1,NA,1,NA,0.993251801,1,NA,1,1,4,0.068807572,1,0,0,-1.228999972,-1.369517674,0.212797456,5.158,0,2,0,2,0,4,4,NA,NA,0,NA,NA,-88,2,-88,-88,0.245,0.081,0.173,0.155,0,0,0,0,0,0,22.29,6.99,15.301,0,-1.577921123,1
2002,451.2002,451,SierraLeone,4,4,2,3,21,22,1,0,0,0,1,72952,72.95200348,4.289801738,42,0,0.763999999,1,NA,1,NA,0.993251801,0,0,0,1,4,0.067031577,1,0,NA,-0.913399994,-0.179464233,0.322502679,0,0,2,2,2,2,2,3,NA,NA,0,NA,NA,5,5,5,0,0.451,0.223,0.305,0.293,0,0,0,0,0,0,22.422,7.097,15.326,20.049,-1.369517674,1
2003,451.2003,451,SierraLeone,4,4,3,4,22,23,1,0,0,0,0,72952,72.95200348,4.289801738,43,1,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.064978719,1,0,NA,-0.724099994,-0.15000135,0.287815743,0,0,2,1,2,0,3,4,NA,NA,0,NA,NA,5,5,5,0,0.603,0.358,0.385,0.367,0,0,0,0,0,0,22.494,7.131,15.363,20.401,-0.179464233,0
2004,451.2004,451,SierraLeone,4,4,4,5,23,24,1,0,0,0,0,72952,72.95200348,4.289801738,44,2,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.059322134,1,0,NA,-0.996299982,0.250635571,0.243408542,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,5,5,5,0,0.601,0.358,0.405,0.361,0,0,0,0,0,0,22.535,7.135,15.401,20.467,-0.15000135,0
2005,451.2005,451,SierraLeone,4,4,5,6,24,25,1,0,0,0,0,72952,72.95200348,4.289801738,45,3,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.701799989,0.382277409,0.219662314,0,0,2,1,1,1,2,3,NA,NA,0,NA,NA,5,5,5,0,0.601,0.359,0.404,0.362,0,0,0,0,0,0,22.575,7.137,15.439,20.523,0.250635571,0
2006,451.2006,451,SierraLeone,4,4,6,7,25,26,1,0,0,0,0,72952,72.95200348,4.289801738,46,4,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.649299979,0.505679739,0.221173838,0,0,2,1,1,1,2,3,NA,NA,0,NA,NA,5,5,5,0,0.601,0.356,0.403,0.362,0,0,0,0,0,0,22.616,7.149,15.468,20.64,0.382277409,0
2007,451.2007,451,SierraLeone,4,4,7,8,26,27,1,0,0,0,0,72952,72.95200348,4.289801738,47,5,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.636500001,0.625678709,0.216669554,0,0,2,2,1,1,2,3,NA,NA,0,NA,NA,7,7,8,1,0.577,0.337,0.386,0.342,0,0,0,0,0,0,22.684,7.195,15.49,20.956,0.505679739,0
2008,451.2008,451,SierraLeone,4,4,8,9,27,28,1,0,0,0,0,72952,72.95200348,4.289801738,48,6,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.554199994,0.699926255,0.217986587,0,0,2,2,1,1,3,2,NA,NA,0,NA,NA,7,7,8,1,0.533,0.299,0.355,0.307,0,0,0,0,0,0,22.734,7.229,15.507,21.149,0.625678709,0
2009,451.2009,451,SierraLeone,4,4,9,10,28,29,1,0,0,0,0,72952,72.95200348,4.289801738,49,7,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.379700005,0.754931095,0.216181937,0,0,2,1,NA,1,2,2,NA,NA,0,NA,NA,7,7,8,1,0.518,0.298,0.35,0.301,0,0,0,0,0,0,22.806,7.299,15.508,21.455,0.699926255,0
2010,451.201,451,SierraLeone,4,4,10,11,29,30,1,0,0,0,0,72952,72.95200348,4.289801738,50,8,0.763999999,0,NA,1,NA,0.993251801,0,0,0,0,4,0.057657264,1,0,NA,-0.335399985,0.734538091,0.214899688,0,0,2,2,1,0,3,2,NA,NA,0,NA,NA,7,7,8,1,0.512,0.303,0.335,0.306,0,0,0,0,0,0,22.873,7.348,15.525,21.65,0.754931095,0
1981,830.1981,830,Singapore,1,1,0,1,0,1,0,0,0,0,0,555,0.555000007,-0.588787153,23,16,0.388000011,0,0,0,23,0,0,0,0,0,0,1.536607504,3,1,0,1.616000056,-0.26557125,0.240069682,NA,NA,2,2,1,1,3,2,NA,NA,NA,NA,NA,-4,-4,0,4,0.335,0.289,0.086,0.297,0,0,0,0,0,0,24.57,9.901,14.669,24.514,-0.550793982,0
1982,830.1982,830,Singapore,1,1,1,2,1,2,0,0,0,0,0,555,0.555000007,-0.588787153,24,17,0.388000011,0,0,0,24,0,0,0,0,0,0,1.525704503,3,1,0,1.649999976,-0.051391784,0.247555465,NA,NA,2,2,1,2,3,2,NA,NA,NA,NA,NA,-4,-4,0,4,0.335,0.289,0.086,0.304,0,0,0,0,0,0,24.627,9.934,14.693,24.572,-0.26557125,0
1983,830.1983,830,Singapore,1,1,2,3,2,3,0,0,0,0,0,555,0.555000007,-0.588787153,25,18,0.388000011,0,0,0,25,0,0,0,0,0,0,1.619001865,3,1,0,1.629999995,0.166381177,0.245368532,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,-4,-4,0,4,0.335,0.289,0.086,0.304,0,0,0,0,0,0,24.693,9.976,14.717,24.641,-0.051391784,0
1984,830.1984,830,Singapore,1,1,3,4,3,4,0,0,0,0,0,555,0.555000007,-0.588787153,26,19,0.388000011,0,0,0,26,0,0,0,0,0,0,3.127037525,3,1,0,1.695000052,0.370940058,0.250744486,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,-4,-4,0,4,0.335,0.289,0.086,0.304,0,0,0,0,0,0,24.737,10,14.736,24.686,0.166381177,0
1985,830.1985,830,Singapore,1,1,4,5,4,5,0,0,0,0,0,555,0.555000007,-0.588787153,27,20,0.388000011,0,0,0,27,0,0,0,0,0,0,2.807831764,3,1,0,1.705000043,0.683436866,0.259793961,NA,NA,2,2,1,2,1,2,NA,2,NA,NA,NA,-4,-4,0,4,0.342,0.292,0.086,0.307,0,0,0,0,0,0,24.733,9.976,14.758,24.681,0.370940058,0
1986,830.1986,830,Singapore,1,1,5,6,5,6,0,0,0,0,0,555,0.555000007,-0.588787153,28,21,0.388000011,0,0,0,28,0,0,0,0,0,0,2.82524991,3,1,0,1.649000049,0.831976812,0.248822472,NA,NA,2,2,1,2,1,1,NA,1,NA,NA,NA,-4,-4,0,4,0.335,0.289,0.088,0.297,0,0,0,0,0,0,24.766,9.992,14.774,24.715,0.683436866,0
1987,830.1987,830,Singapore,1,1,6,7,6,7,0,0,0,0,0,555,0.555000007,-0.588787153,29,22,0.388000011,0,0,0,29,0,0,0,0,0,0,2.654051065,3,1,0,1.649000049,0.609929867,0.230902316,NA,NA,2,2,1,1,2,2,NA,3,NA,NA,NA,-4,-4,0,4,0.342,0.294,0.09,0.299,0,0,0,0,0,0,24.857,10.061,14.796,24.809,0.831976812,0
1988,830.1988,830,Singapore,1,1,7,8,7,8,0,0,0,0,0,555,0.555000007,-0.588787153,30,23,0.388000011,0,0,0,30,0,0,0,0,0,0,2.319873095,3,1,0,1.664000034,0.56744624,0.220519444,NA,NA,2,2,1,2,2,2,NA,2,NA,NA,NA,-4,-4,0,4,0.347,0.295,0.091,0.301,0,0,0,0,0,0,24.945,10.112,14.833,24.899,0.609929867,0
1989,830.1989,830,Singapore,1,1,8,9,8,9,0,0,0,0,0,555,0.555000007,-0.588787153,31,24,0.388000011,0,0,0,31,0,0,0,0,0,0,2.670232058,3,1,0,1.702000022,0.549706902,0.223448261,0,0,2,2,1,1,2,2,NA,3,0,NA,NA,-4,-4,0,4,0.355,0.299,0.092,0.306,0,0,0,0,0,0,25.016,10.165,14.851,24.973,0.56744624,0
1990,830.199,830,Singapore,1,1,9,10,9,10,0,0,0,0,0,555,0.555000007,-0.588787153,32,25,0.388000011,0,0,0,32,0,0,0,0,0,0,3.304180384,3,1,0,1.736999989,0.668106465,0.231171869,0,0,2,2,1,1,2,2,NA,2,0,NA,NA,-4,-4,0,4,0.367,0.306,0.099,0.313,0,0,0,0,0,0,25.118,10.232,14.886,25.078,0.549706902,0
1991,830.1991,830,Singapore,1,1,10,11,10,11,0,0,0,0,0,555,0.555000007,-0.588787153,33,26,0.388000011,0,0,0,33,0,0,0,0,0,0,3.35496664,3,1,0,1.631000042,0.99623827,0.23616293,0,0,2,2,2,2,2,1,NA,1,0,NA,NA,-4,-4,0,4,0.369,0.305,0.098,0.315,0,0,0,0,0,0,25.173,10.261,14.912,25.134,0.668106465,0
1992,830.1992,830,Singapore,1,1,11,12,11,12,0,0,0,0,0,555,0.555000007,-0.588787153,34,27,0.388000011,0,0,0,34,0,0,0,0,0,0,3.207741976,3,1,0,1.661999941,1.069617525,0.222470913,0,0,2,2,1,1,1,1,NA,2,0,NA,NA,-4,-4,0,4,0.355,0.296,0.092,0.312,0,0,0,0,0,0,25.239,10.295,14.944,25.201,0.99623827,0
1993,830.1993,830,Singapore,1,1,12,13,12,13,0,0,0,0,0,555,0.555000007,-0.588787153,35,28,0.388000011,0,0,0,35,0,0,0,0,0,0,3.425361633,3,1,0,1.671000004,1.079167147,0.221291365,0,0,2,2,2,2,1,2,NA,2,0,NA,NA,-4,-4,0,4,0.362,0.301,0.096,0.315,0,0,0,0,0,0,25.293,10.318,14.974,25.256,1.069617525,0
1994,830.1994,830,Singapore,1,1,13,14,13,14,0,0,0,0,0,555,0.555000007,-0.588787153,36,29,0.388000011,0,0,0,36,0,0,0,0,0,0,3.863864899,3,1,0,1.768000007,1.068640526,0.217148534,0,0,2,2,2,1,2,1,NA,3,0,NA,NA,-4,-4,0,4,0.375,0.311,0.103,0.321,0,0,0,0,0,0,25.34,10.334,15.006,25.304,1.079167147,0
1995,830.1995,830,Singapore,1,1,14,15,14,15,0,0,0,0,0,555,0.555000007,-0.588787153,37,30,0.388000011,0,0,0,37,0,0,0,0,0,0,3.582243681,3,1,0,1.753000021,1.058175867,0.223654196,0,0,2,2,1,1,2,1,NA,2,0,NA,NA,-4,-4,0,4,0.375,0.311,0.103,0.321,0,0,0,0,0,0,25.422,10.386,15.036,25.387,1.068640526,0
1996,830.1996,830,Singapore,1,1,15,16,15,16,0,0,0,0,0,555,0.555000007,-0.588787153,38,31,0.388000011,0,0,0,38,0,0,0,0,0,0,3.789787769,3,1,0,1.763000011,1.017066593,0.213940724,0,0,2,2,1,0,2,1,NA,2,0,NA,NA,-4,-4,0,4,0.359,0.305,0.098,0.312,0,0,0,0,0,0,25.527,10.461,15.066,25.495,1.058175867,0
1997,830.1997,830,Singapore,1,1,16,17,16,17,0,0,0,0,0,555,0.555000007,-0.588787153,39,32,0.388000011,0,0,0,39,0,0,0,0,0,0,3.688573599,3,1,0,1.748999953,1.024765438,0.217348337,0,0,2,2,1,0,1,2,NA,2,0,NA,NA,-4,-4,0,4,0.373,0.311,0.103,0.321,0,0,0,0,0,0,25.594,10.498,15.096,25.564,1.017066593,0
1998,830.1998,830,Singapore,1,1,17,18,17,18,0,0,0,0,0,555,0.555000007,-0.588787153,40,33,0.388000011,0,0,0,40,0,0,0,0,0,0,3.406670332,3,1,0,1.782999992,1.047587929,0.222334451,0,0,2,2,2,1,2,2,NA,2,0,NA,NA,-4,-4,0,4,0.373,0.311,0.103,0.321,0,0,0,0,0,0,25.646,10.525,15.121,25.616,1.024765438,0
1999,830.1999,830,Singapore,1,1,18,19,18,19,0,0,0,0,0,555,0.555000007,-0.588787153,41,34,0.388000011,0,0,0,41,0,0,0,0,0,0,2.977282047,3,1,0,1.786000013,1.091960212,0.224517651,0,0,2,2,1,1,2,2,NA,2,0,NA,NA,-4,-4,0,4,0.369,0.309,0.102,0.318,0,0,0,0,0,0,25.717,10.573,15.144,25.689,1.047587929,0
2000,830.2,830,Singapore,1,1,19,20,19,20,0,0,0,0,0,555,0.555000007,-0.588787153,42,35,0.388000011,0,0,0,42,0,0,0,0,0,0,2.667367697,3,1,0,1.799000025,1.21021156,0.227971015,0,0,2,2,1,1,2,1,NA,NA,0,NA,NA,-4,-4,0,4,0.394,0.321,0.11,0.337,0,0,0,0,0,0,25.816,10.653,15.163,25.789,1.091960212,0
2001,830.2001,830,Singapore,1,1,20,21,20,21,0,0,0,0,0,555,0.555000007,-0.588787153,43,36,0.388000011,0,0,0,43,0,0,0,0,0,0,2.538765669,3,1,0,1.812999964,1.266193504,0.23592374,0,0,2,2,2,1,2,2,NA,NA,0,NA,NA,-4,-4,0,4,0.391,0.319,0.11,0.335,0,0,0,0,0,0,25.834,10.648,15.186,25.807,1.21021156,0
2002,830.2002,830,Singapore,1,1,21,22,21,22,0,0,0,0,0,555,0.555000007,-0.588787153,44,37,0.388000011,0,0,0,44,0,0,0,0,0,0,2.493866682,3,1,NA,1.771000028,1.385056956,0.243876461,0,0,2,2,2,1,2,2,NA,NA,0,NA,NA,-4,-4,0,4,0.375,0.31,0.106,0.323,0,0,0,0,0,0,25.885,10.673,15.213,25.86,1.266193504,0
2003,830.2003,830,Singapore,1,1,22,23,22,23,0,0,0,0,0,555,0.555000007,-0.588787153,45,38,0.388000011,0,0,0,45,0,0,0,0,0,0,2.660632849,3,1,NA,1.671000004,1.490059329,0.246616953,0,0,2,2,2,2,2,2,NA,NA,0,NA,NA,-4,-4,0,4,0.375,0.31,0.106,0.323,0,0,0,0,0,0,25.933,10.696,15.237,25.908,1.385056956,0
2004,830.2004,830,Singapore,1,1,23,24,23,24,0,0,0,0,0,555,0.555000007,-0.588787153,46,39,0.388000011,0,0,0,46,0,0,0,0,0,0,2.763133049,3,1,NA,1.631999969,1.541510635,0.24599361,0,0,2,2,1,2,2,2,NA,NA,0,NA,NA,-4,-4,0,4,0.375,0.31,0.106,0.323,0,0,0,0,0,0,26.022,10.767,15.255,25.999,1.490059329,0
2005,830.2005,830,Singapore,1,1,24,25,24,25,0,0,0,0,0,555,0.555000007,-0.588787153,47,40,0.388000011,0,0,0,47,0,0,0,0,0,0,3.24273181,3,1,NA,1.661999941,1.614415237,0.250589902,0,0,2,2,0,2,2,2,NA,NA,0,NA,NA,-2,-2,2,4,0.377,0.315,0.11,0.333,0,0,0,0,0,0,26.149,10.862,15.287,26.128,1.541510635,0
2006,830.2006,830,Singapore,1,1,25,26,25,26,0,0,0,0,0,555,0.555000007,-0.588787153,48,41,0.388000011,0,0,0,48,0,0,0,0,0,0,3.094599009,3,1,NA,1.633999944,1.786209904,0.263853777,0,0,2,2,0,1,2,1,NA,NA,0,NA,NA,-2,-2,2,4,0.384,0.318,0.107,0.327,0,0,0,0,0,0,26.253,10.95,15.304,26.234,1.614415237,0
2007,830.2007,830,Singapore,1,1,26,27,26,27,0,0,0,0,0,555,0.555000007,-0.588787153,49,42,0.388000011,0,0,0,49,0,0,0,0,0,0,2.710949898,3,1,NA,1.621999979,2.002722926,0.266135837,0,0,2,2,1,2,2,1,NA,NA,0,NA,NA,-2,-2,2,4,0.385,0.317,0.121,0.325,0,0,0,0,0,0,26.329,11.005,15.323,26.31,1.786209904,0
2008,830.2008,830,Singapore,1,1,27,28,27,28,0,0,0,0,0,555,0.555000007,-0.588787153,50,43,0.388000011,0,0,0,50,0,0,0,0,0,0,2.710949898,3,1,NA,1.690000057,2.128891901,0.258180285,0,0,2,2,1,2,1,1,NA,NA,0,NA,NA,-2,-2,2,4,0.385,0.317,0.121,0.325,0,0,0,0,0,0,26.349,10.995,15.354,26.331,2.002722926,0
2009,830.2009,830,Singapore,1,1,28,29,28,29,0,0,0,0,0,555,0.555000007,-0.588787153,51,44,0.388000011,0,0,0,51,0,0,0,0,0,0,2.710949898,3,1,NA,1.644000053,2.115360345,0.263114168,0,0,2,2,2,2,2,1,NA,NA,0,NA,NA,-2,-2,2,4,0.385,0.312,0.121,0.325,0,0,0,0,0,0,26.405,11.027,15.378,26.387,2.128891901,0
2010,830.201,830,Singapore,1,1,29,30,29,30,0,0,0,0,0,555,0.555000007,-0.588787153,52,45,0.388000011,0,0,0,52,0,0,0,0,0,0,2.710949898,3,1,NA,1.639999986,2.086259249,0.266432634,0,0,2,2,1,2,2,1,NA,NA,0,NA,NA,-2,-2,2,4,0.37,0.313,0.095,0.32,0,0,0,0,0,0,26.515,11.112,15.403,26.499,2.115360345,0
1981,520.1981,520,Somalia,1,1,0,1,0,1,0,0,0,0,0,640484,640.4840088,6.462224154,22,12,0.811999977,0,0,0,22,2.610069752,0,0,0,0,0,0.083824441,1,2,1,-0.513100028,-0.775008174,0.197238524,NA,NA,2,1,0,1,3,2,NA,NA,NA,NA,NA,-7,-7,0,7,0.152,0.05,0.057,0.089,0,0,0,0,0,0,23.067,7.474,15.594,22.095,-0.785134064,0
1982,520.1982,520,Somalia,1,1,1,2,1,2,0,0,0,0,0,640484,640.4840088,6.462224154,23,13,0.811999977,0,0,0,23,2.610069752,0,0,0,0,0,0.093131699,1,1,1,-0.568199992,-0.924359189,0.192469544,NA,NA,2,1,0,0,3,2,NA,NA,NA,NA,NA,-7,-7,0,7,0.15,0.05,0.057,0.089,0,0,0,0,0,0,23.085,7.465,15.621,22.097,-0.775008174,0
1983,520.1983,520,Somalia,1,1,2,3,2,3,0,0,0,0,0,640484,640.4840088,6.462224154,24,14,0.811999977,0,0,0,24,2.610069752,0,0,0,0,0,0.095305979,1,1,1,-0.610800028,-1.032998351,0.185973562,NA,NA,2,2,0,0,3,3,NA,NA,NA,NA,NA,-7,-7,0,7,0.15,0.05,0.057,0.089,0,0,0,0,0,0,23.083,7.43,15.653,22.033,-0.924359189,0
1984,520.1984,520,Somalia,1,1,3,4,3,4,0,0,0,0,0,640484,640.4840088,6.462224154,25,15,0.811999977,0,0,0,25,2.610069752,0,0,0,0,0,0.068866812,1,1,1,-0.659799993,-1.091071388,0.19210358,NA,NA,2,1,1,1,3,3,NA,NA,NA,NA,NA,-7,-7,0,7,0.148,0.049,0.056,0.087,0,0,0,0,0,0,23.091,7.405,15.686,21.994,-1.032998351,0
1985,520.1985,520,Somalia,1,1,4,5,4,5,0,0,0,0,0,640484,640.4840088,6.462224154,26,16,0.811999977,0,0,0,26,2.610069752,0,0,0,0,0,0.069535866,1,1,1,-0.538900018,-1.206200103,0.18945799,NA,NA,2,1,0,0,3,3,NA,3,NA,NA,NA,-7,-7,0,7,0.148,0.049,0.056,0.087,0,0,0,0,0,0,23.102,7.386,15.717,21.964,-1.091071388,0
1986,520.1986,520,Somalia,1,1,5,6,5,6,0,0,0,0,0,640484,640.4840088,6.462224154,27,17,0.811999977,0,0,0,27,2.610069752,0,0,0,0,0,0.068023719,1,1,0,-0.576799989,-1.343803732,0.187017536,NA,NA,2,1,0,0,4,3,NA,3,NA,NA,NA,-7,-7,0,7,0.089,0.04,0.047,0.077,0,0,0,0,0,0,23.146,7.403,15.743,22.044,-1.206200103,0
1987,520.1987,520,Somalia,1,1,6,7,6,7,0,0,0,0,0,640484,640.4840088,6.462224154,28,18,0.811999977,0,0,0,28,2.610069752,0,0,0,0,0,0.06681902,1,1,0,-0.608200014,-1.493183584,0.211612377,NA,NA,2,1,0,0,4,3,NA,4,NA,NA,NA,-7,-7,0,7,0.148,0.049,0.056,0.089,0,0,0,0,0,0,23.191,7.423,15.769,22.127,-1.343803732,0
1988,520.1988,520,Somalia,1,1,7,8,7,8,0,0,0,0,0,640484,640.4840088,6.462224154,29,19,0.811999977,0,0,0,29,2.610069752,0,0,0,0,0,0.064033955,1,1,0,-0.583599985,-2.174415659,0.207987834,NA,NA,0,0,0,0,5,4,NA,4,NA,NA,NA,-7,-7,0,7,0.148,0.049,0.056,0.089,0,0,1,1,1,1,23.203,7.425,15.779,22.145,-1.493183584,0
1989,520.1989,520,Somalia,1,1,8,9,8,9,0,0,0,0,0,640484,640.4840088,6.462224154,30,20,0.811999977,0,0,0,30,2.610069752,0,0,0,0,0,0.062395234,1,1,0,-0.729099989,-2.365262312,0.14359967,2235.568667,2038.5,0,0,0,0,5,5,NA,3,688,688,5234,-7,-7,0,7,0.148,0.049,0.056,0.089,0,0,0,0,0,0,23.221,7.434,15.788,22.178,-2.174415659,0
1990,520.199,520,Somalia,1,1,9,10,9,10,0,0,0,0,0,640484,640.4840088,6.462224154,31,21,0.811999977,0,0,0,31,2.610069752,0,0,0,0,0,0.04700505,1,1,0,-0.881200016,-2.077300731,0.193100451,601.5146667,410.5,2,0,0,1,5,5,NA,3,0,NA,NA,-7,-7,0,7,0.15,0.051,0.058,0.064,0,0,1,0,1,0,23.24,7.45,15.79,22.227,-2.365262312,0
1991,520.1991,520,Somalia,1,1,10,11,10,11,0,0,2,1,2,640484,640.4840088,6.462224154,32,0,0.811999977,1,1,1,32,2.610069752,1,1,1,0,2,0.046556257,1,1,0,-1.529999971,-2.072975857,0.132085766,434.3973333,389.5,NA,NA,NA,NA,5,5,NA,3,400,450,455,-77,0,-77,-77,0.146,0.038,0.068,0.05,0,0,1,0,1,0,23.2,7.416,15.785,22.123,-2.077300731,2
1992,520.1992,520,Somalia,2,2,0,1,11,12,0,0,0,0,2,640484,640.4840088,6.462224154,33,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,2,0.047564127,1,1,0,-2.051000118,-1.658907669,0.195369887,51.982,21.5,NA,NA,NA,NA,5,5,NA,4,0,NA,NA,-77,0,-77,-77,0.16,0.028,0.087,0.046,0,0,1,0,1,0,23.16,7.376,15.784,22.002,-2.072975857,2
1993,520.1993,520,Somalia,2,2,1,2,12,13,0,0,0,0,2,640484,640.4840088,6.462224154,34,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,2,0.047776494,1,1,0,-2.226000071,-1.488713779,0.176260317,10.12333333,0,NA,NA,NA,NA,4,5,NA,3,0,NA,NA,-77,0,-77,-77,0.166,0.027,0.088,0.048,0,0,0,0,0,0,23.141,7.353,15.788,21.932,-1.658907669,2
1994,520.1994,520,Somalia,2,2,2,3,13,14,0,0,0,0,2,640484,640.4840088,6.462224154,35,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,2,0.048729967,1,1,0,-1.978999972,-1.437238985,0.18119553,11.062,0,NA,NA,NA,NA,5,5,NA,3,0,NA,NA,-77,0,-77,-77,0.16,0.027,0.087,0.048,0,0,0,0,0,0,23.141,7.338,15.803,21.895,-1.488713779,2
1995,520.1995,520,Somalia,2,2,3,4,14,15,0,0,1,1,3,640484,640.4840088,6.462224154,36,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,3,0.048799671,1,1,0,-1.690999985,-1.376398016,0.182939573,3.589333333,0,NA,NA,NA,NA,5,4,NA,NA,0,NA,NA,-77,0,-77,-77,0.16,0.026,0.086,0.047,0,0,0,0,0,0,23.149,7.324,15.825,21.867,-1.437238985,3
1996,520.1996,520,Somalia,3,3,0,1,15,16,0,0,0,0,3,640484,640.4840088,6.462224154,37,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,3,0.048575893,1,1,0,-1.625,-1.33257972,0.193483619,2.87,0,NA,NA,NA,NA,4,5,NA,NA,0,NA,NA,-77,0,-77,-77,0.16,0.026,0.086,0.047,0,0,0,0,0,0,23.181,7.334,15.847,21.925,-1.376398016,3
1997,520.1997,520,Somalia,3,3,1,2,16,17,0,0,0,0,3,640484,640.4840088,6.462224154,38,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,3,0.049235143,1,1,0,-1.621000051,-1.160378316,0.203145071,0.624666667,0,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,-77,0,-77,-77,0.16,0.026,0.086,0.047,0,0,0,0,0,0,23.171,7.303,15.869,21.832,-1.33257972,3
1998,520.1998,520,Somalia,3,3,2,3,17,18,0,0,0,0,3,640484,640.4840088,6.462224154,39,0,0.811999977,1,NA,1,NA,2.610069752,1,NA,1,1,3,0.055299643,1,1,0,-1.628999949,-1.126643198,0.199485162,0.316666667,0,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,-77,0,-77,-77,0.16,0.026,0.086,0.047,0,0,0,0,0,0,23.177,7.316,15.862,21.873,-1.160378316,3
